Location,Crime type,Longitude,Latitude
On or near Fountain Street,Anti-social behaviour,-5.931624,54.598465
On or near Huguenot Drive,Anti-social behaviour,-6.02718,54.51368
On or near Morven Park,Anti-social behaviour,-5.797228,54.592032
On or near Pool Lane,Anti-social behaviour,-6.342401,54.169862
On or near Ashley Grove,Anti-social behaviour,-6.013377,54.549556
On or near Ardmore Crescent,Anti-social behaviour,-7.313431,54.596281
On or near Pottinger Street,Anti-social behaviour,-5.90458,54.593229
On or near Cathedrals View,Anti-social behaviour,-6.663224,54.341105
On or near Kinnaird Street,Anti-social behaviour,-5.936874,54.610622
On or near Ballygowan Road,Anti-social behaviour,-6.119369,54.457952
On or near Mill Street,Anti-social behaviour,-5.70146,54.593206
On or near Meadowlands,Anti-social behaviour,-6.004753,54.056094
On or near Grace Avenue,Anti-social behaviour,-5.884235,54.590799
On or near ,Bicycle theft,-6.005688,54.550328
On or near St. James'S Parade,Bicycle theft,-5.968092,54.589272
On or near Maplebrook Lane,Bicycle theft,-6.696884,54.538584
On or near Imperial Drive,Bicycle theft,-5.906998,54.587116
On or near Connsbrook Avenue,Bicycle theft,-5.883838,54.600829
On or near ,Bicycle theft,-5.928538,54.595555
On or near Ashley Avenue,Bicycle theft,-5.949656,54.584549
On or near Brooklands Road,Bicycle theft,-5.71278,54.592774
On or near Marquis Street,Bicycle theft,-5.934027,54.599306
On or near Bonds Hill,Bicycle theft,-7.310804,54.995257
On or near Raby Street,Bicycle theft,-5.916388,54.576208
On or near ,Bicycle theft,-5.900547,54.581388
On or near Mays Meadow,Bicycle theft,-5.914614,54.595496
On or near Hill Street,Bicycle theft,-5.927095,54.60262
On or near Castle Street,Bicycle theft,-5.930334,54.599189
On or near Mountsandel Road,Bicycle theft,-6.669227,55.126465
On or near ,Bicycle theft,-5.889851,54.597088
On or near Ravenhill Court,Bicycle theft,-5.910282,54.586112
On or near Rathmore Way,Bicycle theft,-5.929112,54.662854
On or near Tates Avenue,Bicycle theft,-5.949617,54.583785
On or near ,Bicycle theft,-6.186222,54.702961
On or near Donegall Pass,Bicycle theft,-5.933747,54.589552
On or near Haypark Gardens,Bicycle theft,-5.919964,54.5722
On or near Mcauley Street,Bicycle theft,-5.920877,54.592531
On or near Ballinderry Road,Bicycle theft,-6.093187,54.514218
On or near Newington Avenue,Bicycle theft,-5.934816,54.615187
On or near Fountain Street,Bicycle theft,-5.931754,54.598036
On or near Avoniel Road,Bicycle theft,-5.896888,54.595054
On or near ,Bicycle theft,-7.311319,54.992574
On or near ,Bicycle theft,-6.444285,54.423491
On or near Bloomfield Avenue,Bicycle theft,-5.888655,54.59598
On or near Hesketh Gardens,Bicycle theft,-5.968655,54.61806
On or near ,Bicycle theft,-5.955547,54.595727
On or near Victoria Square,Bicycle theft,-5.92591,54.598233
On or near Titania Street,Bicycle theft,-5.899136,54.584751
On or near Chatsworth Street,Bicycle theft,-5.899389,54.59516
On or near Sandy Hill,Bicycle theft,-6.351724,54.194581
On or near Union Street,Bicycle theft,-5.931955,54.603844
On or near Glenalina Green,Bicycle theft,-5.982775,54.59365
On or near Main Street,Bicycle theft,-6.745695,54.411959
On or near ,Bicycle theft,-5.922639,54.597431
On or near Waverley Drive,Burglary,-5.648398,54.662453
On or near Sandy Row,Burglary,-5.935872,54.588223
On or near Woodland Walk,Burglary,-6.943699,55.03937
On or near Glentaisie Park,Burglary,-6.659785,55.192558
On or near Beechvale Road,Burglary,-5.676847,54.472374
On or near ,Burglary,-6.08422,54.469907
On or near Enagh Park,Burglary,-6.939879,55.040684
On or near ,Burglary,-6.825386,54.570787
On or near Agincourt Avenue,Burglary,-5.922421,54.584102
On or near Jubilee Avenue,Burglary,-6.057542,54.507137
On or near Ashgrove Avenue,Burglary,-6.272184,54.343891
On or near Loughview Heights,Burglary,-5.969649,54.633216
On or near Tweskard Lodge,Burglary,-5.843431,54.606063
On or near Princess Gardens,Burglary,-5.816038,54.640965
On or near Park Drive,Burglary,-5.836236,54.638973
On or near Cavehill Road,Burglary,-5.942716,54.622779
On or near Sullivan Close,Burglary,-5.837716,54.639988
On or near Retreat Heights,Burglary,-7.271203,54.60447
On or near Hillsborough Road,Burglary,-6.121409,54.424524
On or near ,Burglary,-7.326775,55.001616
On or near Hollowburn Road,Burglary,-6.182171,54.705074
On or near Sandy Hill,Burglary,-6.351724,54.194581
On or near Annadale Avenue,Burglary,-5.913712,54.568049
On or near Josephine Avenue,Burglary,-6.949999,55.045514
On or near Friary Road,Burglary,-6.65378,54.344486
On or near Windsor Avenue,Burglary,-6.327249,54.464657
On or near Deramore Park,Burglary,-5.939708,54.564029
On or near Inglewood Lodge,Burglary,-6.457767,54.410763
On or near Jersey Avenue,Burglary,-6.03799,54.522356
On or near Ballycorr Road,Burglary,-5.998275,54.755652
On or near Clonvara,Burglary,-5.893009,54.687173
On or near Rathfriland Street,Burglary,-6.300109,54.31339
On or near Saintfield Road,Burglary,-5.908959,54.557885
On or near Queens Road,Burglary,-5.911571,54.605066
On or near Bridge Street,Burglary,-6.43329,54.427761
On or near ,Burglary,-5.933586,54.581436
On or near Fitzwilliam Square,Burglary,-5.923646,54.584348
On or near Areema Heights,Burglary,-6.283443,54.346793
On or near Princes Street,Burglary,-6.148219,54.414983
On or near Beech Hill,Burglary,-7.6098,54.359541
On or near Hillsborough Road,Burglary,-6.121409,54.424524
On or near Lisnafin Park,Burglary,-7.476167,54.821654
On or near Drumgullion Avenue,Burglary,-6.34528,54.189812
On or near Ard Na Smoll,Burglary,-6.917573,54.92925
On or near Eglantine Park,Burglary,-6.089185,54.478225
On or near Pretoria Street,Burglary,-5.933119,54.58088
On or near Finaghy Road North,Burglary,-5.992128,54.568981
On or near Skerry Court,Burglary,-6.268945,54.869507
On or near Ashton Heights,Burglary,-6.352837,54.159672
On or near Syerla Road,Burglary,-6.745616,54.445819
On or near Inglewood Lodge,Burglary,-6.457956,54.410244
On or near ,Burglary,-7.469185,54.280236
On or near ,Burglary,-5.84477,54.60651
On or near Brenda Park,Burglary,-5.993842,54.572495
On or near Hillhead Park,Burglary,-6.003642,54.5729
On or near ,Burglary,-6.706096,54.538
On or near ,Burglary,-5.914493,54.595745
On or near Ballynahinch Road,Burglary,-6.036173,54.506153
On or near Thornberry Hill,Burglary,-5.993849,54.627088
On or near ,Burglary,-5.963321,54.605823
On or near Geneva Gardens,Burglary,-5.931922,54.57183
On or near Rossole Park,Burglary,-7.648796,54.335774
On or near Hopewell Place,Burglary,-5.942786,54.606661
On or near Annadale Avenue,Burglary,-5.91541,54.567799
On or near Enniskeen,Burglary,-6.37954,54.446952
On or near Cupar Street Lower,Burglary,-5.953835,54.600236
On or near Josephine Avenue,Burglary,-6.948443,55.044576
On or near Parklands,Burglary,-7.287364,55.004293
On or near Clogharevan Park,Burglary,-6.398975,54.199037
On or near Millvale Park,Burglary,-6.376764,54.191768
On or near Third Avenue,Burglary,-6.355176,54.186749
On or near Knocknagoney Avenue,Burglary,-5.852386,54.617068
On or near Lendrick Street,Burglary,-5.900673,54.598777
On or near Dreemore Road,Burglary,-6.701277,54.470317
On or near Fairway,Burglary,-5.838489,54.854537
On or near Ridgeway Street,Burglary,-5.931361,54.577418
On or near Kalendra Court,Burglary,-6.752962,54.503348
On or near Ridgeway Street,Burglary,-5.931361,54.577418
On or near Deramore Street,Burglary,-5.918641,54.57693
On or near Ridgeway Street,Burglary,-5.931361,54.577418
On or near Ridgeway Street,Burglary,-5.931361,54.577418
On or near Rossmore Avenue,Burglary,-5.916372,54.5738
On or near Union Court,Burglary,-6.333616,54.458663
On or near Front Road,Burglary,-5.938996,54.498138
On or near Barkers Road,Burglary,-6.597786,54.154239
On or near Hillview Avenue,Burglary,-5.912124,54.675554
On or near ,Burglary,-5.957098,54.618189
On or near Wolseley Street,Burglary,-5.930443,54.586675
On or near Gleann Abhainn,Burglary,-6.484637,54.220361
On or near Seafield Park South,Burglary,-6.716341,55.177563
On or near ,Burglary,-6.322458,54.224825
On or near ,Burglary,-6.65617,54.346651
On or near ,Burglary,-6.049228,54.592746
On or near Grange Park,Burglary,-7.036127,54.457066
On or near Tweskard Lodge,Burglary,-5.843556,54.606641
On or near Gortmore Gardens,Burglary,-7.314213,54.604982
On or near ,Burglary,-5.807818,54.732591
On or near Minds Way,Burglary,-5.939635,54.586005
On or near Grovehill Road,Burglary,-6.295959,54.311561
On or near ,Burglary,-6.434087,55.049168
On or near Burnaby Court,Burglary,-5.947177,54.593528
On or near ,Burglary,-5.878951,54.51799
On or near Falcon Road,Burglary,-5.956184,54.578981
On or near Killyvally Road,Burglary,-6.640914,54.973148
On or near Albert Street,Burglary,-5.945343,54.598007
On or near Regina Park,Burglary,-6.373789,54.087997
On or near Main Street,Burglary,-6.213958,54.591767
On or near Cooleen Park,Burglary,-5.89509,54.683535
On or near Gleann Abhainn,Burglary,-6.484637,54.220361
On or near Ranfurly Heights,Burglary,-6.747576,54.491173
On or near Cricklewood Park,Burglary,-5.935007,54.569241
On or near Wolseley Street,Burglary,-5.930443,54.586675
On or near Pine Cross,Burglary,-6.013242,54.542464
On or near Drumlough Gardens,Burglary,-6.07505,54.507471
On or near Gortmore Gardens,Burglary,-7.313785,54.605572
On or near Iris Mews,Burglary,-5.962407,54.595933
On or near Tates Avenue,Burglary,-5.945861,54.582795
On or near ,Burglary,-5.898586,54.614653
On or near Abercorn,Burglary,-6.056772,54.520422
On or near Fitzwilliam Street,Burglary,-5.9393,54.585909
On or near ,Burglary,-5.934479,54.579672
On or near Bannview Mews,Burglary,-6.276779,54.335889
On or near ,Burglary,-5.931152,54.608997
On or near ,Burglary,-5.925929,54.612771
On or near ,Burglary,-5.708584,54.318255
On or near ,Burglary,-5.540982,54.554367
On or near Deramore Crescent,Burglary,-6.26465,54.8763
On or near Shanlieve,Burglary,-6.273688,54.851489
On or near St. Peters Place,Burglary,-5.944052,54.598749
On or near Ravella Road,Burglary,-6.977879,54.41537
On or near Owenreagh Drive,Burglary,-5.9153,54.667738
On or near Beverley Hills,Burglary,-5.64853,54.659095
On or near ,Burglary,-6.285382,54.374457
On or near Camden Street,Burglary,-5.937835,54.586118
On or near Maghery Road,Burglary,-6.344989,55.211787
On or near Carniny Road,Burglary,-6.317543,54.890557
On or near ,Burglary,-5.89451,54.590161
On or near Rathcoole Drive,Burglary,-5.916139,54.661634
On or near St. Killians Park,Burglary,-6.485154,54.221733
On or near Shore Road,Burglary,-5.920355,54.646171
On or near Kilrea Road,Burglary,-6.513159,54.893864
On or near Ballyrobert Road,Burglary,-6.01454,54.734698
On or near Hawthornden Gardens,Burglary,-5.854519,54.601256
On or near Coronation Road,Burglary,-5.79409,54.723222
On or near Claremont Street,Burglary,-5.936466,54.58658
On or near Dungiven Road,Burglary,-7.308721,54.993727
On or near Old Forge,Burglary,-6.216026,54.592238
On or near Chancellors Road,Burglary,-6.350091,54.15826
On or near Belgravia Avenue,Burglary,-5.944835,54.58444
On or near Main Street,Burglary,-7.464629,54.825978
On or near Fairview,Burglary,-6.252532,54.1076
On or near Straid Road,Burglary,-6.39018,55.198791
On or near Huguenot Drive,Burglary,-6.025424,54.51517
On or near ,Burglary,-5.77183,54.272534
On or near ,Burglary,-5.924775,54.582822
On or near Brianville Park,Burglary,-5.952096,54.63301
On or near Earl Haig Park,Burglary,-5.902839,54.583135
On or near Victoria Street,Burglary,-5.925203,54.602102
On or near ,Burglary,-6.364262,54.450816
On or near Woodland Grove,Burglary,-6.223028,54.706004
On or near Bow Street,Burglary,-6.047732,54.511444
On or near Fruithill Park,Burglary,-5.986793,54.580905
On or near The Rowans,Burglary,-6.255241,54.359039
On or near Woodside Road,Burglary,-6.232253,54.872491
On or near York Road,Burglary,-5.924165,54.614277
On or near ,Burglary,-6.034271,54.570167
On or near Coagh Crescent,Burglary,-6.744188,54.64884
On or near Slievemore Park,Burglary,-7.331378,55.02461
On or near Shore Road,Burglary,-5.920355,54.646171
On or near Lisdrum Avenue,Burglary,-6.347927,54.190288
On or near Ardglena,Burglary,-6.767596,54.497703
On or near Primrose Street,Burglary,-7.308941,54.992794
On or near Wanstead Road,Burglary,-5.802778,54.585223
On or near Ganna Way,Burglary,-6.256323,54.106532
On or near Sherwood Parks,Burglary,-5.971059,54.683879
On or near The Meadows,Burglary,-6.70016,54.491418
On or near College Gardens,Burglary,-6.346405,54.185416
On or near Meadowbrook,Burglary,-6.356274,54.193844
On or near Derrylattinee Road,Burglary,-6.854917,54.447803
On or near Carrigs Road,Burglary,-5.896018,54.229479
On or near Lyttlesdale,Burglary,-6.693362,54.983066
On or near Corrigs Avenue,Burglary,-5.883861,54.224873
On or near Camden Street,Burglary,-5.937835,54.586118
On or near Dunclug Park,Burglary,-6.273054,54.881622
On or near Maryville Close,Burglary,-6.268107,54.343563
On or near Gowan Heights,Burglary,-5.984884,54.531186
On or near ,Burglary,-5.662831,54.66081
On or near Deerpark Road,Burglary,-7.401408,54.724283
On or near Cannyreagh Road,Burglary,-5.53908,54.640808
On or near Irvines Crescent,Burglary,-7.611434,54.354282
On or near Killen Street,Burglary,-5.937068,54.598217
On or near ,Burglary,-5.801514,54.843738
On or near Donaghadee Road,Burglary,-5.646679,54.66056
On or near Altona Road,Burglary,-6.037231,54.502765
On or near Glasgow Street,Burglary,-5.921498,54.621042
On or near Ballylenaghan Road,Burglary,-5.902525,54.545896
On or near Newtownards Road,Burglary,-5.888816,54.597645
On or near ,Burglary,-6.261144,54.517003
On or near ,Burglary,-5.937253,54.587231
On or near Burnthill Gardens,Burglary,-5.958011,54.679059
On or near Salisbury Street,Burglary,-5.930686,54.590731
On or near Little Patrick Street,Burglary,-5.92714,54.605406
On or near Union Court,Burglary,-6.333616,54.458663
On or near Shaws Road,Burglary,-6.005713,54.576088
On or near Georges Island Road,Burglary,-6.295975,54.553922
On or near Denewood Drive,Burglary,-5.985404,54.581466
On or near Gardrum Heights,Burglary,-7.453113,54.516045
On or near Greenmount Road,Burglary,-7.197915,54.506086
On or near Portlee Walk,Burglary,-6.203173,54.71678
On or near Jacksons Crescent,Burglary,-5.800259,54.463695
On or near Wolseley Street,Burglary,-5.930443,54.586675
On or near Blackstick Road,Burglary,-7.617188,54.330979
On or near Chestnut Grove,Burglary,-6.325972,54.186885
On or near Kennedy Way Industrial Estate,Burglary,-5.975647,54.578895
On or near Ormeau Road,Burglary,-5.923238,54.585967
On or near Cedar Ridge,Burglary,-6.74419,54.500939
On or near Benagh Road,Burglary,-6.272262,54.194546
On or near ,Burglary,-6.103948,54.691027
On or near Molyneaux Walk,Burglary,-6.074928,54.520901
On or near Main Street,Burglary,-7.472509,54.78488
On or near Edinburgh Street,Burglary,-5.949997,54.582371
On or near Alexandra Avenue,Burglary,-5.933868,54.617705
On or near Willowfield Street,Burglary,-5.901617,54.591264
On or near Pinetrees,Burglary,-7.346647,55.029804
On or near Sheridan Green,Burglary,-6.422988,54.418768
On or near Mcgreavy Park,Burglary,-6.388332,54.469207
On or near Culmore Gardens,Burglary,-7.31951,54.599136
On or near Victoria Road,Burglary,-5.792692,54.72352
On or near Sandy Hill,Burglary,-6.351724,54.194581
On or near Pine Hill,Burglary,-5.997552,54.491126
On or near Woodbury Heights,Burglary,-7.431244,54.85335
On or near Lawrence Street,Burglary,-5.929524,54.586174
On or near Fitzwilliam Street,Burglary,-5.9393,54.585909
On or near Cromlech Park,Burglary,-6.006843,54.067927
On or near Galgorm Road,Burglary,-6.282427,54.864209
On or near St. Judes Avenue,Burglary,-5.913568,54.574498
On or near ,Burglary,-5.937072,54.585593
On or near Camden Street,Burglary,-5.937835,54.586118
On or near Rosetta Park,Burglary,-5.91236,54.57241
On or near ,Burglary,-5.975267,54.603696
On or near Orchard Court,Burglary,-7.660634,54.332017
On or near Ardmore Court,Burglary,-5.820052,54.639483
On or near Westway Drive,Burglary,-5.976269,54.609391
On or near Lyndhurst Drive,Burglary,-5.979208,54.609431
On or near Hadmore Heights,Burglary,-5.720953,54.589397
On or near Westway Park,Burglary,-5.979372,54.610503
On or near Highfield Drive,Burglary,-5.974378,54.599153
On or near Drumnakilly Road,Burglary,-7.200803,54.602417
On or near Suffolk Road,Burglary,-6.024177,54.574872
On or near Shore Crescent,Burglary,-5.921378,54.640385
On or near High Street,Burglary,-6.333191,54.176509
On or near Larchmount,Burglary,-6.34913,54.18893
On or near Shandon Square,Burglary,-6.452644,54.420014
On or near Dunmore Drive,Burglary,-5.936787,54.621223
On or near Folly Park,Burglary,-6.643734,54.345092
On or near Rossdowney Avenue,Burglary,-7.298256,54.99267
On or near Ballinderry Road,Burglary,-6.26208,54.531329
On or near Dublin Road,Burglary,-5.933066,54.591086
On or near ,Burglary,-5.893558,54.570835
On or near Ardglena,Burglary,-6.768698,54.497517
On or near Commedagh Drive,Burglary,-5.985265,54.576441
On or near University Street,Burglary,-5.927357,54.5862
On or near Neills Villas,Burglary,-6.468597,54.273419
On or near Cannyreagh Road,Burglary,-5.53908,54.640808
On or near Hollycroft Avenue,Burglary,-5.887538,54.59304
On or near Enniskillen Road,Burglary,-7.542257,54.318141
On or near Ventry Street,Burglary,-5.932635,54.591645
On or near Boucher Place,Burglary,-5.964411,54.579955
On or near ,Burglary,-6.337135,54.175926
On or near Westway Gardens,Burglary,-5.980315,54.610825
On or near Dunraven Crescent,Burglary,-5.885043,54.589825
On or near Balloo Crescent,Burglary,-5.672822,54.642214
On or near Kernan Grove,Burglary,-6.411257,54.438056
On or near Greencastle Street,Burglary,-6.009697,54.061298
On or near Westway Gardens,Burglary,-5.980315,54.610825
On or near Soldierstown Road,Burglary,-6.219867,54.502035
On or near Glenshane Gardens,Burglary,-5.99434,54.574633
On or near Huss Court,Burglary,-5.948105,54.604928
On or near Rathbeg Crescent,Burglary,-6.943696,55.045433
On or near ,Burglary,-6.456381,54.421409
On or near ,Burglary,-6.401979,55.13476
On or near Meadowlands,Burglary,-5.712961,54.331619
On or near ,Burglary,-5.928321,54.583979
On or near Charlemont Street,Burglary,-6.774562,54.506309
On or near Albertbridge Road,Burglary,-5.901525,54.595467
On or near Letterkenny Road,Burglary,-7.335602,54.987607
On or near Meadow Lane,Burglary,-6.013671,54.376706
On or near Curr Road,Burglary,-7.187487,54.518144
On or near Bow Street,Burglary,-6.048732,54.511209
On or near Mount Street,Burglary,-7.333982,55.004306
On or near Donalds Road,Burglary,-6.945833,55.045092
On or near Patrick Place,Burglary,-6.277867,54.860838
On or near The Diamond,Burglary,-7.322021,54.995338
On or near ,Burglary,-5.948415,54.586145
On or near ,Burglary,-5.820739,54.848982
On or near Glenside Parade,Burglary,-5.975009,54.62167
On or near ,Burglary,-7.028015,54.461053
On or near Demesne Grove,Burglary,-5.826402,54.636605
On or near Main Street,Burglary,-7.445047,54.254263
On or near Gateside Road,Burglary,-6.64756,55.149699
On or near Grovemount Park,Burglary,-7.288723,54.98312
On or near Lower Mary Street,Burglary,-5.697009,54.59393
On or near Killultagh Road,Burglary,-6.152781,54.554901
On or near Dudley Street,Burglary,-5.92559,54.585657
On or near Balmoral Avenue,Burglary,-5.964831,54.568111
On or near Boa Island Road,Burglary,-7.730497,54.533825
On or near Kirkwoods Park,Burglary,-6.047823,54.528634
On or near Smeaton Park,Burglary,-6.232638,54.482636
On or near Elmfield Road,Burglary,-5.944705,54.670819
On or near Old School Court,Burglary,-6.216951,54.595864
On or near Conor Park,Burglary,-6.349411,54.457433
On or near Elmfield Park,Burglary,-5.948597,54.667426
On or near Nettlehill Road,Burglary,-6.079057,54.526061
On or near Glenview Park,Burglary,-7.45651,54.381119
On or near Drumaness Road,Burglary,-5.878679,54.383439
On or near Windyhall Park,Burglary,-6.631944,55.117859
On or near Gortfin Street,Burglary,-5.960303,54.59561
On or near Kingsmere Avenue,Burglary,-5.950855,54.621345
On or near ,Burglary,-6.089793,54.576636
On or near Moira Road,Burglary,-6.077114,54.506596
On or near St. Judes Parade,Burglary,-5.913156,54.576512
On or near Railway Street,Burglary,-6.279636,54.859525
On or near ,Burglary,-6.00331,54.734801
On or near ,Burglary,-5.961201,54.595283
On or near Academy Road,Burglary,-7.328032,55.003087
On or near Ardmore Park,Burglary,-5.821399,54.640648
On or near Mossvale Avenue,Burglary,-5.786545,54.499988
On or near Mill Street,Burglary,-5.70146,54.593206
On or near Ballyrobert Road,Burglary,-6.01454,54.734698
On or near Rathgill Meadow,Burglary,-5.666227,54.636713
On or near Sandhurst Drive,Burglary,-5.931799,54.57853
On or near Mullan Road,Burglary,-6.481281,55.005702
On or near Marian Park,Burglary,-5.792511,54.257585
On or near Raphael Park,Burglary,-6.318569,54.861813
On or near Ballynahinch Road,Burglary,-6.036587,54.506546
On or near Belsize Road,Burglary,-6.041481,54.525908
On or near Liminary Road,Burglary,-6.251952,54.847136
On or near Kilmore Road,Burglary,-6.541375,54.409825
On or near ,Burglary,-5.951197,54.579418
On or near Lisburn Road,Burglary,-5.964637,54.569833
On or near Gallows Street,Burglary,-6.149541,54.415039
On or near Dublin Road,Burglary,-5.933066,54.591086
On or near ,Burglary,-5.94883,54.618202
On or near Floral Gardens,Burglary,-5.941987,54.661411
On or near Killen Street,Burglary,-5.937646,54.597813
On or near Ballymacash Park,Burglary,-6.066706,54.524615
On or near Gorran Road,Burglary,-6.725165,55.015088
On or near Tavnaghmore Road,Burglary,-6.252615,54.789655
On or near Letalian Road,Burglary,-6.033983,54.244363
On or near Millvale Park,Burglary,-6.37734,54.192315
On or near Chapel Road,Burglary,-6.417489,54.180926
On or near Coronation Place,Burglary,-6.330921,54.435095
On or near John Street,Burglary,-6.320496,54.749072
On or near Dundrum Road,Burglary,-5.884462,54.223023
On or near Mullanahoe Road,Burglary,-6.557004,54.615328
On or near Donore Crescent,Burglary,-6.184946,54.711036
On or near Drumman Heights,Burglary,-6.629648,54.359856
On or near Sloanhill Mews,Burglary,-6.342091,54.461124
On or near Berry Street,Burglary,-5.934292,54.600173
On or near M1,Burglary,-6.617836,54.481996
On or near Chichester Park North,Burglary,-5.940369,54.628157
On or near Cavehill Road,Burglary,-5.943477,54.626099
On or near ,Burglary,-6.22898,54.873953
On or near Fortwilliam Crescent,Burglary,-5.924812,54.627406
On or near ,Burglary,-5.925189,54.583206
On or near Rathfriland Road,Burglary,-6.24133,54.329241
On or near Edinburgh Mews,Burglary,-5.950638,54.582238
On or near Sandymount,Burglary,-5.903057,54.108422
On or near Glencroft,Burglary,-6.265094,54.46573
On or near Mourne Crescent,Burglary,-6.698551,54.538629
On or near Cathedral Close,Burglary,-7.172904,54.410673
On or near Tonagh Mews,Burglary,-6.058471,54.509685
On or near Glenmill Park,Burglary,-6.943048,55.040343
On or near ,Burglary,-5.929351,54.589594
On or near Somerset Park,Burglary,-6.179411,54.719237
On or near Market Street,Burglary,-5.668506,54.659688
On or near Main Street,Burglary,-7.445047,54.254263
On or near Sea Road,Burglary,-6.786442,55.166181
On or near Lurgan Road,Burglary,-6.252195,54.47054
On or near Magdala Street,Burglary,-5.92735,54.585732
On or near Beechland Drive,Burglary,-6.055188,54.502723
On or near Rosemount Gardens,Burglary,-7.336044,55.002466
On or near Old Throne Park,Burglary,-5.933369,54.655334
On or near Dromara Road,Burglary,-6.145073,54.409598
On or near Drumlin Walk,Burglary,-6.248358,54.103595
On or near Benevenagh Drive,Burglary,-6.947322,55.046192
On or near Clarence Street,Burglary,-5.931196,54.594091
On or near Fintona Road,Burglary,-7.182257,54.414331
On or near Beltany Road,Burglary,-7.33095,54.617679
On or near Dunraven Crescent,Burglary,-5.884735,54.590107
On or near ,Burglary,-5.931724,54.602591
On or near ,Burglary,-5.966285,54.616538
On or near Ormeau Road,Burglary,-5.923238,54.585967
On or near Bracken Road,Burglary,-7.337356,54.593989
On or near Tornaroy Road,Burglary,-6.057348,54.594763
On or near Corlea Gardens,Burglary,-6.271047,54.864811
On or near Vauxhall Park,Burglary,-5.932981,54.568946
On or near Main Street,Burglary,-7.053158,54.597498
On or near Burn Road,Burglary,-6.749926,54.647121
On or near Ardmore Crescent,Burglary,-7.31494,54.595787
On or near Mill Brae,Burglary,-5.834776,54.851165
On or near Ulsterville Drive,Burglary,-5.946791,54.58583
On or near Mill Avenue,Burglary,-5.991667,54.630825
On or near ,Burglary,-5.582138,54.651156
On or near Sydenham Park,Burglary,-5.877854,54.603698
On or near ,Burglary,-7.323994,55.004358
On or near Hall Road,Burglary,-5.877098,54.407501
On or near Begny Road,Burglary,-5.998267,54.384861
On or near Largy Road,Burglary,-5.985418,55.00406
On or near Holland Park,Burglary,-5.868271,54.591903
On or near Donard Place,Burglary,-5.887017,54.213831
On or near Castle Lane,Burglary,-6.329301,54.464641
On or near Glenmillan Drive,Burglary,-5.84958,54.611564
On or near Bayview Park,Burglary,-6.327537,54.536969
On or near Lever Park,Burglary,-6.711299,55.184471
On or near ,Burglary,-6.782395,54.484835
On or near Dee Street,Burglary,-5.897058,54.599559
On or near Tynan Drive,Burglary,-5.907706,54.687284
On or near Cumber View,Burglary,-5.855943,54.371023
On or near Ulsterville Avenue,Burglary,-5.946992,54.585519
On or near Latharna Houses,Burglary,-5.82395,54.850369
On or near Whitebridge Road,Burglary,-7.043021,54.545493
On or near Ardenlee Close,Burglary,-5.909281,54.584828
On or near ,Burglary,-5.723301,54.8165
On or near ,Burglary,-5.922325,54.576266
On or near Galgorm Road,Burglary,-6.283349,54.863764
On or near Hospital Road,Burglary,-6.352147,54.180112
On or near Selshion  Hall,Burglary,-6.467622,54.431489
On or near Cliftonville Court,Burglary,-5.942507,54.616172
On or near ,Burglary,-5.844202,54.367175
On or near Woburn Road,Burglary,-5.532039,54.589527
On or near Main Street,Burglary,-7.489667,54.615766
On or near Northern Road,Burglary,-5.913949,54.618181
On or near Dewey Street,Burglary,-5.955534,54.605862
On or near Dargan Crescent,Burglary,-5.911423,54.626385
On or near Ash Park,Burglary,-6.268559,54.879968
On or near Parkhall Road,Burglary,-6.20227,54.722103
On or near Newlyn Terrace,Burglary,-7.310218,54.992073
On or near Scarffes Entry,Burglary,-7.300609,54.598768
On or near Duncoole Park,Burglary,-5.955068,54.635208
On or near Greenmount Road,Burglary,-7.197915,54.506086
On or near Abercorn Street,Burglary,-5.93765,54.586411
On or near Dudley Street,Burglary,-5.92559,54.585657
On or near Oldtown Street,Burglary,-6.745606,54.649583
On or near Barrack Street,Burglary,-7.460474,54.824891
On or near Spring Hill Court,Burglary,-6.33342,54.194033
On or near Gateside Road,Burglary,-6.631767,55.187629
On or near Mount Street South,Burglary,-5.909167,54.591583
On or near ,Burglary,-5.937253,54.587231
On or near Castle Wood,Burglary,-6.153932,54.407838
On or near Knockvale Park,Burglary,-5.8602,54.587968
On or near Oldpark Road,Burglary,-5.954294,54.621008
On or near The Hill,Burglary,-5.984404,54.553146
On or near Parkside,Burglary,-6.450172,54.424672
On or near ,Burglary,-6.197606,54.102
On or near Hazelwood Avenue,Burglary,-7.336893,54.981326
On or near Oakley Avenue,Burglary,-5.840647,54.633499
On or near Old Mill Rise,Burglary,-5.778462,54.592839
On or near Silverstream Road,Burglary,-5.973648,54.625376
On or near Magherafelt Road,Burglary,-6.562852,54.777746
On or near Vauxhall Park,Burglary,-5.932981,54.568946
On or near ,Burglary,-5.931465,54.585731
On or near Park Lane,Burglary,-5.939954,54.581221
On or near Woodvale,Burglary,-6.01828,54.378156
On or near Magherafelt Road,Burglary,-6.565264,54.776328
On or near Park Lane,Burglary,-5.939954,54.581221
On or near Shanvally Way,Burglary,-5.857657,54.368547
On or near Dromaine Drive,Burglary,-5.84297,54.862775
On or near Ash Grove,Burglary,-5.699145,54.599955
On or near Lancaster Street,Burglary,-5.930588,54.606372
On or near Somerset Park,Burglary,-6.179411,54.719237
On or near Magherafelt Road,Burglary,-6.562852,54.777746
On or near Majestic Drive,Burglary,-5.938705,54.590949
On or near ,Burglary,-6.274894,54.863707
