nome,provincia,gml_id,civico,istat,cap,comune,provincia,regione,lon,lat
Via Antonio Gramsci,BARI,IN.NUMERICIVICI.2012.812350,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551537,41.13393
Via Brin,BARI,IN.NUMERICIVICI.2012.812399,62,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547103,41.131498
Via Peschiera,BARI,IN.NUMERICIVICI.2012.812426,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550718,41.129465
Viale Italia,BARI,IN.NUMERICIVICI.2012.812429,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542653,41.134103
Via Medici,BARI,IN.NUMERICIVICI.2012.812487,59,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545287,41.129195
Via Maroncelli,BARI,IN.NUMERICIVICI.2012.812499,2,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543817,41.129251
Via Guerrazzi,BARI,IN.NUMERICIVICI.2012.812545,52,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545767,41.129486
Via Medici,BARI,IN.NUMERICIVICI.2012.812607,70,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545196,41.129399
Via Viareggio,BARI,IN.NUMERICIVICI.2012.812641,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538227,41.130596
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.812688,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540461,41.130638
Via Tasso,BARI,IN.NUMERICIVICI.2012.812720,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543257,41.132344
Via Caracciolo,BARI,IN.NUMERICIVICI.2012.812736,32,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539422,41.129943
Via Paisiello,BARI,IN.NUMERICIVICI.2012.812750,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.5387,41.129581
Via Sapri,BARI,IN.NUMERICIVICI.2012.812773,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550409,41.128677
Via Lissa,BARI,IN.NUMERICIVICI.2012.812820,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549865,41.128956
Via Giovanni XXIII,BARI,IN.NUMERICIVICI.2012.812822,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548542,41.129227
Via Mameli,BARI,IN.NUMERICIVICI.2012.812823,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545512,41.129699
Via Petrarca,BARI,IN.NUMERICIVICI.2012.812865,65,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53788,41.130056
Via De Crescenzio,BARI,IN.NUMERICIVICI.2012.812880,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542335,41.133835
Via Regina Margherita,BARI,IN.NUMERICIVICI.2012.812892,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543384,41.130312
Via Donizetti,BARI,IN.NUMERICIVICI.2012.812928,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538438,41.12958
Via Savoia,BARI,IN.NUMERICIVICI.2012.812944,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543238,41.130662
Via Guerrazzi,BARI,IN.NUMERICIVICI.2012.812953,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545841,41.12875
Via Bovio,BARI,IN.NUMERICIVICI.2012.812959,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539774,41.130458
Via Casalicchio,BARI,IN.NUMERICIVICI.2012.812985,7/b,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537919,41.134335
Via Falconieri,BARI,IN.NUMERICIVICI.2012.812997,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544133,41.126564
Via M. Bisceglia,BARI,IN.NUMERICIVICI.2012.813025,105,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546383,41.132142
Via Bellini,BARI,IN.NUMERICIVICI.2012.813055,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53876,41.129407
Via P. Rutigliano,BARI,IN.NUMERICIVICI.2012.813081,20,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540907,41.129494
Via Pietro Nenni,BARI,IN.NUMERICIVICI.2012.813132,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552845,41.132066
Via Donizetti,BARI,IN.NUMERICIVICI.2012.813182,53,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538087,41.129247
Via Ariosto,BARI,IN.NUMERICIVICI.2012.813197,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.5431,41.132068
SP2,BARI,IN.NUMERICIVICI.2012.813236,40,16072043,70038,TERLIZZI,BARI,PUGLIA,16.585929,41.116221
Via Pirandello,BARI,IN.NUMERICIVICI.2012.813242,4/c,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537183,41.13
Via Donatello,BARI,IN.NUMERICIVICI.2012.813246,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543097,41.128111
Piazza 4 Novembre,BARI,IN.NUMERICIVICI.2012.813336,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542539,41.13054
Via Spaventa,BARI,IN.NUMERICIVICI.2012.813366,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544491,41.126408
Via Vespucci,BARI,IN.NUMERICIVICI.2012.813373,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545849,41.128228
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.813383,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543233,41.128821
Via Ettore Fieramosca,BARI,IN.NUMERICIVICI.2012.813390,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54726,41.12966
Viale Pacecco,BARI,IN.NUMERICIVICI.2012.813478,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543999,41.134013
Via Verne,BARI,IN.NUMERICIVICI.2012.813501,30,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546797,41.131664
Via Don Tonino Bello,BARI,IN.NUMERICIVICI.2012.813508,34,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541341,41.1299
Corso Umberto I,BARI,IN.NUMERICIVICI.2012.813553,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54215,41.129959
Via De Pretris,BARI,IN.NUMERICIVICI.2012.813640,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545142,41.126723
Via Imbriani,BARI,IN.NUMERICIVICI.2012.813645,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544585,41.127127
Via Vittorio Veneto,BARI,IN.NUMERICIVICI.2012.813689,117,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545313,41.128559
Via Bovio,BARI,IN.NUMERICIVICI.2012.813703,62,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537637,41.129829
Via Guerrazzi,BARI,IN.NUMERICIVICI.2012.813710,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545826,41.128934
Via Casalini,BARI,IN.NUMERICIVICI.2012.813743,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544416,41.126898
Via Marconi,BARI,IN.NUMERICIVICI.2012.813750,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54238,41.130929
Via Cimarosa,BARI,IN.NUMERICIVICI.2012.813779,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53705,41.128286
Largo Poerio,BARI,IN.NUMERICIVICI.2012.813797,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543722,41.129388
Via Tiziano,BARI,IN.NUMERICIVICI.2012.813826,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543694,41.128114
Via Pasquale Fiore,BARI,IN.NUMERICIVICI.2012.813830,80,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53831,41.130322
Via F. Colonna,BARI,IN.NUMERICIVICI.2012.813843,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54774,41.129449
Via Siena,BARI,IN.NUMERICIVICI.2012.813897,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537461,41.130873
Via Donatello,BARI,IN.NUMERICIVICI.2012.813924,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543322,41.128312
Via Umberto Nobile,BARI,IN.NUMERICIVICI.2012.814108,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545729,41.127358
Via Rossini,BARI,IN.NUMERICIVICI.2012.814160,47,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538806,41.129195
Via Pistoia,BARI,IN.NUMERICIVICI.2012.814187,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53876,41.132349
Via Oratorio di Sovereto,BARI,IN.NUMERICIVICI.2012.814190,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542871,41.132218
Via Salandra,BARI,IN.NUMERICIVICI.2012.814246,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539448,41.130671
Via Pasquale Fiore,BARI,IN.NUMERICIVICI.2012.814274,140,16072043,70038,TERLIZZI,BARI,PUGLIA,16.535063,41.132144
Via Ignazio Silone,BARI,IN.NUMERICIVICI.2012.814315,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547475,41.127021
Via Confalonieri,BARI,IN.NUMERICIVICI.2012.814373,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544118,41.12903
Via F. Colonna,BARI,IN.NUMERICIVICI.2012.814402,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547725,41.130087
Vico Ospedale,BARI,IN.NUMERICIVICI.2012.814412,45,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54113,41.129139
Via Caracciolo,BARI,IN.NUMERICIVICI.2012.814556,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539764,41.129768
Largo Colombo,BARI,IN.NUMERICIVICI.2012.814565,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542665,41.130975
Via Tatoli,BARI,IN.NUMERICIVICI.2012.814587,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542795,41.133218
Via Cagnetta,BARI,IN.NUMERICIVICI.2012.814597,35,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536443,41.130592
Via De Crescenzio,BARI,IN.NUMERICIVICI.2012.814608,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542566,41.133824
Via Tobruk,BARI,IN.NUMERICIVICI.2012.814670,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548174,41.128409
Via Cadorna,BARI,IN.NUMERICIVICI.2012.814676,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543765,41.13318
Corso Dante,BARI,IN.NUMERICIVICI.2012.814712,78,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541489,41.128725
Via Manzoni,BARI,IN.NUMERICIVICI.2012.814723,44,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537171,41.130003
Via Albimonti,BARI,IN.NUMERICIVICI.2012.814784,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540626,41.130041
Via De Bernardi,BARI,IN.NUMERICIVICI.2012.814792,63,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544317,41.131454
Via Giovenale,BARI,IN.NUMERICIVICI.2012.814799,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547944,41.129945
Via Donatello,BARI,IN.NUMERICIVICI.2012.814852,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543252,41.12825
Via Einaudi,BARI,IN.NUMERICIVICI.2012.814853,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551351,41.132773
Via Don Sturzo,BARI,IN.NUMERICIVICI.2012.814925,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548835,41.129527
Via Rossini,BARI,IN.NUMERICIVICI.2012.814930,44,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538796,41.129185
Via M. Bisceglia,BARI,IN.NUMERICIVICI.2012.814939,39,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546368,41.131118
Via Vanvitelli,BARI,IN.NUMERICIVICI.2012.815011,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543053,41.12834
Largo Lago Dentro,BARI,IN.NUMERICIVICI.2012.815020,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540594,41.129358
Via Isonzo,BARI,IN.NUMERICIVICI.2012.815046,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549856,41.127583
Via Zuara,BARI,IN.NUMERICIVICI.2012.815048,32,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547925,41.12796
Via De Gasperi,BARI,IN.NUMERICIVICI.2012.815052,60,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549422,41.128094
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.815220,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540463,41.130616
Via Leopardi,BARI,IN.NUMERICIVICI.2012.815291,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543494,41.131872
Via Tamborra,BARI,IN.NUMERICIVICI.2012.815326,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546087,41.130621
Via Pasquale Fiore,BARI,IN.NUMERICIVICI.2012.815333,120,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537104,41.130978
Via Vittoria,BARI,IN.NUMERICIVICI.2012.815338,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539064,41.12969
Via Pau',BARI,IN.NUMERICIVICI.2012.815340,75,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542725,41.127157
Via P. Rutigliano,BARI,IN.NUMERICIVICI.2012.815345,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541148,41.129665
Via Trento,BARI,IN.NUMERICIVICI.2012.815373,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54708,41.128231
Via Arimondi,BARI,IN.NUMERICIVICI.2012.815464,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541713,41.129232
Via Gorizia,BARI,IN.NUMERICIVICI.2012.815484,70,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544467,41.13267
Viale Roma,BARI,IN.NUMERICIVICI.2012.815495,59/b,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549459,41.130354
Via M. De Vanna,BARI,IN.NUMERICIVICI.2012.815504,42,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538109,41.130658
Via Mameli,BARI,IN.NUMERICIVICI.2012.815517,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545508,41.129812
Via Tripoli,BARI,IN.NUMERICIVICI.2012.815518,164,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552054,41.128507
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.815591,74,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540127,41.129856
Via Pulli,BARI,IN.NUMERICIVICI.2012.815728,55,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545041,41.128667
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.815762,55,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543964,41.128342
Via De Gemmis,BARI,IN.NUMERICIVICI.2012.815788,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545249,41.130017
Via Puglia,BARI,IN.NUMERICIVICI.2012.815836,56,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537698,41.133722
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.815868,78,16072043,70038,TERLIZZI,BARI,PUGLIA,16.5401,41.129792
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.815943,110,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545297,41.127289
Piazza Pio XII,BARI,IN.NUMERICIVICI.2012.815961,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548135,41.128969
Via F. Colonna,BARI,IN.NUMERICIVICI.2012.816024,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547724,41.12972
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.816063,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540462,41.130627
Via Tagliamento,BARI,IN.NUMERICIVICI.2012.816114,30,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547179,41.127744
Via Vanvitelli,BARI,IN.NUMERICIVICI.2012.816125,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543047,41.128335
Via Marconi,BARI,IN.NUMERICIVICI.2012.816138,9/a,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542304,41.131111
Via Massa,BARI,IN.NUMERICIVICI.2012.816272,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53801,41.130716
Via Bovio,BARI,IN.NUMERICIVICI.2012.816326,73,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537053,41.129646
Via Settembrini,BARI,IN.NUMERICIVICI.2012.816442,72,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545864,41.131747
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.816480,20,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543173,41.128869
Via La Mura,BARI,IN.NUMERICIVICI.2012.816561,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547081,41.131229
Via Piave,BARI,IN.NUMERICIVICI.2012.816573,19/d,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548418,41.128667
Via De Crescenzio,BARI,IN.NUMERICIVICI.2012.816575,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543369,41.133736
Via De Gasperi,BARI,IN.NUMERICIVICI.2012.816580,35,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549367,41.128953
Via Romaniello,BARI,IN.NUMERICIVICI.2012.816604,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541073,41.130282
Via Verne,BARI,IN.NUMERICIVICI.2012.816631,40,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546986,41.131659
Piazza Cavour,BARI,IN.NUMERICIVICI.2012.816674,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542755,41.129994
Viale del Lilium,BARI,IN.NUMERICIVICI.2012.816679,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551444,41.1262
Via De Napoli,BARI,IN.NUMERICIVICI.2012.816724,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542442,41.129678
Via Mantova,BARI,IN.NUMERICIVICI.2012.816725,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.55104,41.129946
Via San Francesco,BARI,IN.NUMERICIVICI.2012.816756,11,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540618,41.128532
Via Eroi del Mare,BARI,IN.NUMERICIVICI.2012.816795,11,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54926,41.127193
Via Marconi,BARI,IN.NUMERICIVICI.2012.816818,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542285,41.131441
Via La Mura,BARI,IN.NUMERICIVICI.2012.816821,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546732,41.131236
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.816842,73,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540456,41.130545
Via Martiri di Belfiore,BARI,IN.NUMERICIVICI.2012.816851,32,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546128,41.129979
Via Medici,BARI,IN.NUMERICIVICI.2012.816879,11,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544992,41.130012
Via Fiume,BARI,IN.NUMERICIVICI.2012.816911,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547088,41.128461
Via Raffaello,BARI,IN.NUMERICIVICI.2012.816919,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544045,41.127834
Via Piave,BARI,IN.NUMERICIVICI.2012.816932,55,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548448,41.12751
Via De Bartolo,BARI,IN.NUMERICIVICI.2012.816940,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536731,41.130671
Via Homs,BARI,IN.NUMERICIVICI.2012.816942,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54746,41.128436
Via Mameli,BARI,IN.NUMERICIVICI.2012.816949,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545516,41.129567
Viale dei Garofani,BARI,IN.NUMERICIVICI.2012.816961,52,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550588,41.131168
Via Cagnetta,BARI,IN.NUMERICIVICI.2012.817062,4/d,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536188,41.130119
Via De Amicis,BARI,IN.NUMERICIVICI.2012.817120,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542216,41.12736
Via La Pira,BARI,IN.NUMERICIVICI.2012.817147,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550875,41.133801
Via Vittorio Veneto,BARI,IN.NUMERICIVICI.2012.817167,129,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545416,41.128314
Via Ettore Fieramosca,BARI,IN.NUMERICIVICI.2012.817169,31,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547016,41.129666
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.817192,61,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540461,41.130566
Via Diaz,BARI,IN.NUMERICIVICI.2012.817327,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542375,41.131932
Via Trieste,BARI,IN.NUMERICIVICI.2012.817328,20,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54793,41.127965
Via di Vittorio,BARI,IN.NUMERICIVICI.2012.817369,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543783,41.13293
Via Giovanni da Verazzano,BARI,IN.NUMERICIVICI.2012.817399,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546233,41.128713
Via Arimondi,BARI,IN.NUMERICIVICI.2012.817446,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541746,41.129537
Viale Roma,BARI,IN.NUMERICIVICI.2012.817475,108,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551021,41.130198
Via Nazario Sauro,BARI,IN.NUMERICIVICI.2012.817482,11,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549673,41.130559
Via Marco Polo,BARI,IN.NUMERICIVICI.2012.817490,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545594,41.127914
Via Manin,BARI,IN.NUMERICIVICI.2012.817547,11,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545253,41.130024
Corso Dante,BARI,IN.NUMERICIVICI.2012.817648,104,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540987,41.128755
Via Tiziano,BARI,IN.NUMERICIVICI.2012.817663,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543956,41.12834
Via Riccio da Parma,BARI,IN.NUMERICIVICI.2012.817668,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549007,41.128646
Via Millico,BARI,IN.NUMERICIVICI.2012.817700,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539131,41.12904
Via Petrarca,BARI,IN.NUMERICIVICI.2012.817709,52,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537717,41.130364
Via Metastasio,BARI,IN.NUMERICIVICI.2012.817741,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542388,41.12717
Via Ricasoli,BARI,IN.NUMERICIVICI.2012.817754,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548361,41.130805
Via De Gasperi,BARI,IN.NUMERICIVICI.2012.817824,68,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549407,41.127882
Via Siena,BARI,IN.NUMERICIVICI.2012.817911,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537669,41.131172
Via N. Quercia,BARI,IN.NUMERICIVICI.2012.817928,35,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540547,41.13193
Piazza Cavour,BARI,IN.NUMERICIVICI.2012.817948,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542984,41.129743
Via Tasso,BARI,IN.NUMERICIVICI.2012.817983,34,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543387,41.132306
Via De Bernardi,BARI,IN.NUMERICIVICI.2012.817995,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543666,41.131573
Via Croce,BARI,IN.NUMERICIVICI.2012.818073,70,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540816,41.132332
Via Bixio,BARI,IN.NUMERICIVICI.2012.818097,65,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545032,41.128259
Via Magenta,BARI,IN.NUMERICIVICI.2012.818098,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542724,41.131504
Via Casalicchio,BARI,IN.NUMERICIVICI.2012.818113,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539346,41.133463
Via Savoia,BARI,IN.NUMERICIVICI.2012.818114,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543259,41.130665
Via Falconieri,BARI,IN.NUMERICIVICI.2012.818165,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544661,41.12673
Via Toti,BARI,IN.NUMERICIVICI.2012.818195,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546139,41.129831
Via Annunziata,BARI,IN.NUMERICIVICI.2012.818246,37,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540531,41.129991
Viale Roma,BARI,IN.NUMERICIVICI.2012.818264,65,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551908,41.130265
Via Antonio Gramsci,BARI,IN.NUMERICIVICI.2012.818277,35/b,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552174,41.134449
Via John Fitzgerald Kennedy,BARI,IN.NUMERICIVICI.2012.818319,62/c,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541138,41.132558
Via Leoncavallo,BARI,IN.NUMERICIVICI.2012.818361,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537803,41.129815
Via Piave,BARI,IN.NUMERICIVICI.2012.818381,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548382,41.129946
Via Manzoni,BARI,IN.NUMERICIVICI.2012.818394,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537988,41.130256
Via Brin,BARI,IN.NUMERICIVICI.2012.818459,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546698,41.130573
Via Isonzo,BARI,IN.NUMERICIVICI.2012.818504,36,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550307,41.127573
Via Giovanni da Verazzano,BARI,IN.NUMERICIVICI.2012.818514,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546233,41.128631
Via Donatello,BARI,IN.NUMERICIVICI.2012.818519,52,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542768,41.127816
Via Umberto Nobile,BARI,IN.NUMERICIVICI.2012.818522,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545475,41.127191
Via Croce,BARI,IN.NUMERICIVICI.2012.818577,80,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540777,41.132409
Via Annunziata,BARI,IN.NUMERICIVICI.2012.818606,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54053,41.129998
Via Spaventa,BARI,IN.NUMERICIVICI.2012.818613,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544694,41.12648
Via De Nicola,BARI,IN.NUMERICIVICI.2012.818620,35,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552847,41.133094
Via Bovio,BARI,IN.NUMERICIVICI.2012.818665,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539848,41.130485
Via Prato,BARI,IN.NUMERICIVICI.2012.818733,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538839,41.130498
Via Vanvitelli,BARI,IN.NUMERICIVICI.2012.818759,53,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542701,41.128046
Via Einaudi,BARI,IN.NUMERICIVICI.2012.818801,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551504,41.13291
