nome,provincia,gml_id,civico,istat,cap,comune,provincia,regione,lon,lat
Via De Bartolo,BARI,IN.NUMERICIVICI.2012.968087,36,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536565,41.130495
Corso Umberto I,BARI,IN.NUMERICIVICI.2012.968155,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542292,41.129999
Via Tripoli,BARI,IN.NUMERICIVICI.2012.968201,53/c,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548413,41.128661
Via Risorgimento,BARI,IN.NUMERICIVICI.2012.968223,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545651,41.127709
Via De Cristoforis,BARI,IN.NUMERICIVICI.2012.968226,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541386,41.129069
Via Gorizia,BARI,IN.NUMERICIVICI.2012.968229,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544029,41.131867
Via Ariosto,BARI,IN.NUMERICIVICI.2012.968271,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543068,41.132014
Corso Dante,BARI,IN.NUMERICIVICI.2012.968321,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542248,41.128955
Via Di Vagno,BARI,IN.NUMERICIVICI.2012.968346,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547138,41.129413
Via N. Quercia,BARI,IN.NUMERICIVICI.2012.968366,52,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540441,41.132151
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.968380,119,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540233,41.130123
Via Silvio Pellico,BARI,IN.NUMERICIVICI.2012.968422,34,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545516,41.127855
Via De Pretris,BARI,IN.NUMERICIVICI.2012.968454,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545154,41.126668
Via Donatello,BARI,IN.NUMERICIVICI.2012.968498,37,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542968,41.127995
Via Carducci,BARI,IN.NUMERICIVICI.2012.968534,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542272,41.126928
Piazza Cavour,BARI,IN.NUMERICIVICI.2012.968560,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542781,41.129857
Via Diaz,BARI,IN.NUMERICIVICI.2012.968575,39,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543039,41.133082
Via Manin,BARI,IN.NUMERICIVICI.2012.968580,33,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545304,41.129676
Piazza 4 Novembre,BARI,IN.NUMERICIVICI.2012.968590,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542409,41.130657
Via Marco Polo,BARI,IN.NUMERICIVICI.2012.968593,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545476,41.128174
Via Cagnetta,BARI,IN.NUMERICIVICI.2012.968623,39,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536482,41.130665
Viale Roma,BARI,IN.NUMERICIVICI.2012.968656,44,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548055,41.130104
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.968750,69,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540459,41.130553
Corso Umberto I,BARI,IN.NUMERICIVICI.2012.968780,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542719,41.130117
Via Tripoli,BARI,IN.NUMERICIVICI.2012.968798,87,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54991,41.1286
Via Togliatti,BARI,IN.NUMERICIVICI.2012.968818,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.554108,41.131217
Via Tasso,BARI,IN.NUMERICIVICI.2012.968827,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543257,41.132344
Via 20 Settembre,BARI,IN.NUMERICIVICI.2012.968835,32,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551466,41.129413
Via Macello,BARI,IN.NUMERICIVICI.2012.968844,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542044,41.133265
Via Galilei,BARI,IN.NUMERICIVICI.2012.968872,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546509,41.129169
Via Brin,BARI,IN.NUMERICIVICI.2012.968876,80,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547108,41.131782
Via San Martino,BARI,IN.NUMERICIVICI.2012.968901,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551043,41.129737
Via Asti,BARI,IN.NUMERICIVICI.2012.968911,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54879,41.1308
Via Carellario,BARI,IN.NUMERICIVICI.2012.968974,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54814,41.129916
Via Tripoli,BARI,IN.NUMERICIVICI.2012.969026,74,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54829,41.128658
Via F. Colonna,BARI,IN.NUMERICIVICI.2012.969027,31,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547747,41.128888
Largo Perosi,BARI,IN.NUMERICIVICI.2012.969037,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.535835,41.128587
Via Gorizia,BARI,IN.NUMERICIVICI.2012.969038,77,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544876,41.133417
Via Fabrizio,BARI,IN.NUMERICIVICI.2012.969073,54,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545985,41.129667
Via Marconi,BARI,IN.NUMERICIVICI.2012.969076,31,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542279,41.131842
Viale dei Garofani,BARI,IN.NUMERICIVICI.2012.969086,71,16072043,70038,TERLIZZI,BARI,PUGLIA,16.55126,41.130652
Via La Pira,BARI,IN.NUMERICIVICI.2012.969108,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550771,41.133873
Via Vanvitelli,BARI,IN.NUMERICIVICI.2012.969185,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543329,41.12857
Via Casalini,BARI,IN.NUMERICIVICI.2012.969200,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544457,41.12683
Via Acton,BARI,IN.NUMERICIVICI.2012.969232,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547511,41.131454
Via Trento,BARI,IN.NUMERICIVICI.2012.969244,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546478,41.128248
Via Risorgimento,BARI,IN.NUMERICIVICI.2012.969247,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545682,41.127743
Via Caracciolo,BARI,IN.NUMERICIVICI.2012.969252,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53992,41.129688
Corso Dante,BARI,IN.NUMERICIVICI.2012.969271,67,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540739,41.128841
Via Riccio da Parma,BARI,IN.NUMERICIVICI.2012.969317,5/a,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54899,41.129536
Via Gorizia,BARI,IN.NUMERICIVICI.2012.969350,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543949,41.131417
Via Riccio da Parma,BARI,IN.NUMERICIVICI.2012.969365,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548992,41.129526
Via Vittoria,BARI,IN.NUMERICIVICI.2012.969392,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539311,41.129549
Via Carita',BARI,IN.NUMERICIVICI.2012.969403,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.53794,41.129348
Via Brancaleone,BARI,IN.NUMERICIVICI.2012.969428,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548933,41.13079
Via Rosmini,BARI,IN.NUMERICIVICI.2012.969432,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541103,41.131276
Via John Fitzgerald Kennedy,BARI,IN.NUMERICIVICI.2012.969449,69,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541174,41.132463
Via Mercadante,BARI,IN.NUMERICIVICI.2012.969487,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539253,41.129381
Via Togliatti,BARI,IN.NUMERICIVICI.2012.969622,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.553931,41.131065
Viale Roma,BARI,IN.NUMERICIVICI.2012.969633,50,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548442,41.130116
Viale dei Garofani,BARI,IN.NUMERICIVICI.2012.969649,55,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550588,41.131168
Via Amendola,BARI,IN.NUMERICIVICI.2012.969655,37,16072043,70038,TERLIZZI,BARI,PUGLIA,16.553655,41.131802
Via Riccio da Parma,BARI,IN.NUMERICIVICI.2012.969702,66,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549058,41.127567
Via Lamarmora,BARI,IN.NUMERICIVICI.2012.969830,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540118,41.12986
Via Cavallotti,BARI,IN.NUMERICIVICI.2012.969879,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540072,41.130685
Via Diaz,BARI,IN.NUMERICIVICI.2012.969947,37,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542977,41.132978
Via Guerrazzi,BARI,IN.NUMERICIVICI.2012.969979,42,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54579,41.129308
Via Spaventa,BARI,IN.NUMERICIVICI.2012.970038,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545031,41.126599
Via Monti,BARI,IN.NUMERICIVICI.2012.970129,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543203,41.13252
Via Farini,BARI,IN.NUMERICIVICI.2012.970245,133,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546949,41.128723
Via Pascoli,BARI,IN.NUMERICIVICI.2012.970250,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542326,41.127375
Via De Bernardi,BARI,IN.NUMERICIVICI.2012.970342,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.5428,41.131741
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.970428,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543229,41.128823
Via Piscina Nuova,BARI,IN.NUMERICIVICI.2012.970464,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544059,41.127202
Via Amendola,BARI,IN.NUMERICIVICI.2012.970529,30,16072043,70038,TERLIZZI,BARI,PUGLIA,16.55352,41.131682
Via San Francesco,BARI,IN.NUMERICIVICI.2012.970554,48,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540694,41.127842
Via Lamarmora,BARI,IN.NUMERICIVICI.2012.970557,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539579,41.130041
Via Arimondi,BARI,IN.NUMERICIVICI.2012.970576,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541721,41.129297
Via Puglia,BARI,IN.NUMERICIVICI.2012.970601,32,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538076,41.13349
Via Paisiello,BARI,IN.NUMERICIVICI.2012.970606,76,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537975,41.128873
Via Poerio,BARI,IN.NUMERICIVICI.2012.970673,22,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544102,41.129327
Viale Roma,BARI,IN.NUMERICIVICI.2012.970747,41,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548362,41.130378
Via Gorizia,BARI,IN.NUMERICIVICI.2012.970831,3/a,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543907,41.130814
Viale Roma,BARI,IN.NUMERICIVICI.2012.970939,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546956,41.130392
Via Bellini,BARI,IN.NUMERICIVICI.2012.970942,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538637,41.129286
Via Pau',BARI,IN.NUMERICIVICI.2012.970965,93,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542871,41.126814
Via Paisiello,BARI,IN.NUMERICIVICI.2012.970989,62,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538163,41.129078
Via Poerio,BARI,IN.NUMERICIVICI.2012.971028,66,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544577,41.129456
Corso Dante,BARI,IN.NUMERICIVICI.2012.971070,72,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541602,41.128738
Via Manzoni,BARI,IN.NUMERICIVICI.2012.971091,56,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536898,41.129911
Via Brin,BARI,IN.NUMERICIVICI.2012.971122,34,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547022,41.131097
Via Bixio,BARI,IN.NUMERICIVICI.2012.971185,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544633,41.128957
Viale Roma,BARI,IN.NUMERICIVICI.2012.971218,117,16072043,70038,TERLIZZI,BARI,PUGLIA,16.555747,41.128499
Via Menotti,BARI,IN.NUMERICIVICI.2012.971303,2,16072043,70038,TERLIZZI,BARI,PUGLIA,16.5435,41.129169
Via Pisa,BARI,IN.NUMERICIVICI.2012.971377,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537798,41.131797
Via Poerio,BARI,IN.NUMERICIVICI.2012.971427,45,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54444,41.129425
Via Sanremo,BARI,IN.NUMERICIVICI.2012.971437,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539063,41.131002
Viale della Resistenza,BARI,IN.NUMERICIVICI.2012.971440,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537493,41.132975
Via Verne,BARI,IN.NUMERICIVICI.2012.971465,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546722,41.131666
Via Arezzo,BARI,IN.NUMERICIVICI.2012.971536,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538188,41.131938
Via Manzoni,BARI,IN.NUMERICIVICI.2012.971550,31,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536761,41.129865
Via Tripoli,BARI,IN.NUMERICIVICI.2012.971557,121,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551481,41.128534
Via M. Bisceglia,BARI,IN.NUMERICIVICI.2012.971559,83,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54638,41.131754
Via Venezia,BARI,IN.NUMERICIVICI.2012.971562,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546372,41.128031
Via De Bernardi,BARI,IN.NUMERICIVICI.2012.971580,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543512,41.131601
Viale Roma,BARI,IN.NUMERICIVICI.2012.971709,93,16072043,70038,TERLIZZI,BARI,PUGLIA,16.553573,41.129492
Via Eroi del Cielo,BARI,IN.NUMERICIVICI.2012.971717,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547565,41.126831
Via Toselli,BARI,IN.NUMERICIVICI.2012.971737,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541901,41.129515
Via Regina Margherita,BARI,IN.NUMERICIVICI.2012.971795,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543403,41.130261
Via Tatoli,BARI,IN.NUMERICIVICI.2012.971801,18,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54244,41.133246
Via Settembrini,BARI,IN.NUMERICIVICI.2012.971839,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545828,41.130752
Viale delle Mimose,BARI,IN.NUMERICIVICI.2012.972016,24/b1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541076,41.133226
Via Acton,BARI,IN.NUMERICIVICI.2012.972024,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547508,41.130396
Via Guerrazzi,BARI,IN.NUMERICIVICI.2012.972074,37,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545812,41.129122
Via Tamborra,BARI,IN.NUMERICIVICI.2012.972088,67,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546106,41.131722
Via Tiziano,BARI,IN.NUMERICIVICI.2012.972171,36,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543285,41.12775
Corso Dante,BARI,IN.NUMERICIVICI.2012.972198,47,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540694,41.128861
Via Bovio,BARI,IN.NUMERICIVICI.2012.972222,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539383,41.130339
Via Guerrazzi,BARI,IN.NUMERICIVICI.2012.972223,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545822,41.128991
Via Verdi,BARI,IN.NUMERICIVICI.2012.972232,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538105,41.129105
Via M. Lamparelli,BARI,IN.NUMERICIVICI.2012.972303,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54461,41.131138
Piazza Pio XII,BARI,IN.NUMERICIVICI.2012.972313,13,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547983,41.128978
Via John Fitzgerald Kennedy,BARI,IN.NUMERICIVICI.2012.972315,56,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541231,41.132333
Via Rosmini,BARI,IN.NUMERICIVICI.2012.972352,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541054,41.131365
Via Gorizia,BARI,IN.NUMERICIVICI.2012.972369,87,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545059,41.133749
Via Monfalcone,BARI,IN.NUMERICIVICI.2012.972370,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544108,41.130929
Via Risorgimento,BARI,IN.NUMERICIVICI.2012.972381,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545386,41.127516
Via Foscolo,BARI,IN.NUMERICIVICI.2012.972400,14,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54268,41.131205
Corso Dante,BARI,IN.NUMERICIVICI.2012.972472,28,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542392,41.129021
SP2,BARI,IN.NUMERICIVICI.2012.972511,60,16072043,70038,TERLIZZI,BARI,PUGLIA,16.585929,41.116221
Via Bengasi,BARI,IN.NUMERICIVICI.2012.972583,25,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547204,41.128218
Via Riccio da Parma,BARI,IN.NUMERICIVICI.2012.972632,69,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549056,41.127619
Via Montegrappa,BARI,IN.NUMERICIVICI.2012.972649,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548169,41.128961
Corso Garibaldi,BARI,IN.NUMERICIVICI.2012.972670,165,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540049,41.129478
Via Einaudi,BARI,IN.NUMERICIVICI.2012.972673,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551651,41.133043
Viale dei Garofani,BARI,IN.NUMERICIVICI.2012.972696,6,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543205,41.132816
Via De Napoli,BARI,IN.NUMERICIVICI.2012.972717,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542307,41.129616
Via Doria,BARI,IN.NUMERICIVICI.2012.972777,12,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546108,41.128352
Via Donatello,BARI,IN.NUMERICIVICI.2012.972799,35,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543008,41.128031
Via Mercadante,BARI,IN.NUMERICIVICI.2012.972823,32,16072043,70038,TERLIZZI,BARI,PUGLIA,16.539148,41.129284
Via di Vittorio,BARI,IN.NUMERICIVICI.2012.972913,11/c,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543777,41.133168
Via Guerrazzi,BARI,IN.NUMERICIVICI.2012.972930,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545824,41.128966
Via De Nicola,BARI,IN.NUMERICIVICI.2012.972980,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.552145,41.1325
Via Paisiello,BARI,IN.NUMERICIVICI.2012.972988,34,16072043,70038,TERLIZZI,BARI,PUGLIA,16.5386,41.129488
Viale del Lilium,BARI,IN.NUMERICIVICI.2012.973011,31,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549931,41.125554
Via Vittorio Veneto,BARI,IN.NUMERICIVICI.2012.973018,49,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544878,41.129536
Via Toselli,BARI,IN.NUMERICIVICI.2012.973035,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541905,41.12949
Via Urbano Rattazzi,BARI,IN.NUMERICIVICI.2012.973163,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.548064,41.130499
Via Mantova,BARI,IN.NUMERICIVICI.2012.973174,3,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551028,41.130193
Via Umberto Nobile,BARI,IN.NUMERICIVICI.2012.973184,48,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545817,41.127416
Via Benso,BARI,IN.NUMERICIVICI.2012.973194,4,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543378,41.131315
Via Giuseppe Mazzini,BARI,IN.NUMERICIVICI.2012.973334,115,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545544,41.127117
Via Marconi,BARI,IN.NUMERICIVICI.2012.973362,60,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542138,41.132408
Via Maroncelli,BARI,IN.NUMERICIVICI.2012.973372,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543817,41.129251
Via Pau',BARI,IN.NUMERICIVICI.2012.973448,19,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542254,41.128208
Via Ospedale,BARI,IN.NUMERICIVICI.2012.973474,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.541041,41.129277
Via De Gasperi,BARI,IN.NUMERICIVICI.2012.973505,37,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549374,41.1288
Via Farini,BARI,IN.NUMERICIVICI.2012.973507,43,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54695,41.129393
Via Mancini,BARI,IN.NUMERICIVICI.2012.973517,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544659,41.12698
Via Quintino Sella,BARI,IN.NUMERICIVICI.2012.973526,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544273,41.127195
Via Cesare Battisti,BARI,IN.NUMERICIVICI.2012.973528,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542705,41.128516
Via Tripoli,BARI,IN.NUMERICIVICI.2012.973530,95,16072043,70038,TERLIZZI,BARI,PUGLIA,16.550207,41.12859
Via Bottazzi,BARI,IN.NUMERICIVICI.2012.973620,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544056,41.131339
Via Tamborra,BARI,IN.NUMERICIVICI.2012.973626,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546087,41.13061
Corso Dante,BARI,IN.NUMERICIVICI.2012.973640,20,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542562,41.129099
Via Cimarosa,BARI,IN.NUMERICIVICI.2012.973667,15,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536881,41.128326
Via Pasquale Fiore,BARI,IN.NUMERICIVICI.2012.973704,89/c,16072043,70038,TERLIZZI,BARI,PUGLIA,16.537622,41.130683
Via De Bartolo,BARI,IN.NUMERICIVICI.2012.973742,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.536824,41.130783
Via Sanremo,BARI,IN.NUMERICIVICI.2012.973762,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538825,41.130998
Via Fabrizio,BARI,IN.NUMERICIVICI.2012.973766,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546029,41.129077
Via Venezia,BARI,IN.NUMERICIVICI.2012.973806,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546949,41.12801
Via Galilei,BARI,IN.NUMERICIVICI.2012.973846,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546523,41.129169
Via Farini,BARI,IN.NUMERICIVICI.2012.973859,70,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546951,41.128776
Via Tamborra,BARI,IN.NUMERICIVICI.2012.973872,88,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546112,41.131769
Via Umberto Nobile,BARI,IN.NUMERICIVICI.2012.973915,7,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545497,41.127206
Via Pulli,BARI,IN.NUMERICIVICI.2012.973932,30,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544986,41.128775
Via Tamborra,BARI,IN.NUMERICIVICI.2012.973941,122,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546124,41.132239
Via Venezia,BARI,IN.NUMERICIVICI.2012.973964,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546564,41.128015
Viale Italia,BARI,IN.NUMERICIVICI.2012.974071,31,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540764,41.134033
Viale delle Mimose,BARI,IN.NUMERICIVICI.2012.974118,26,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540311,41.133117
Via Annunziata,BARI,IN.NUMERICIVICI.2012.974174,10,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540508,41.12983
Via Tamborra,BARI,IN.NUMERICIVICI.2012.974189,23,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546086,41.131004
Via Brin,BARI,IN.NUMERICIVICI.2012.974190,47,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547108,41.131782
Via Spaventa,BARI,IN.NUMERICIVICI.2012.974192,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.54466,41.126468
Via Croce,BARI,IN.NUMERICIVICI.2012.974208,68,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540823,41.132317
Via Pisciniello,BARI,IN.NUMERICIVICI.2012.974259,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.540575,41.127258
Via Oratorio di Sovereto,BARI,IN.NUMERICIVICI.2012.974264,29,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542876,41.132226
Via Rossini,BARI,IN.NUMERICIVICI.2012.974312,38,16072043,70038,TERLIZZI,BARI,PUGLIA,16.538963,41.129343
Via Casalini,BARI,IN.NUMERICIVICI.2012.974353,5,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544368,41.127002
Via De Gasperi,BARI,IN.NUMERICIVICI.2012.974379,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549332,41.129541
Largo Colombo,BARI,IN.NUMERICIVICI.2012.974434,9,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542554,41.130971
Via Diaz,BARI,IN.NUMERICIVICI.2012.974501,21,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542711,41.132509
Viale Roma,BARI,IN.NUMERICIVICI.2012.974522,27,16072043,70038,TERLIZZI,BARI,PUGLIA,16.547785,41.130393
Via Savoia,BARI,IN.NUMERICIVICI.2012.974547,16,16072043,70038,TERLIZZI,BARI,PUGLIA,16.542866,41.130608
Via Savoia,BARI,IN.NUMERICIVICI.2012.974564,39,16072043,70038,TERLIZZI,BARI,PUGLIA,16.543562,41.130714
Via Fanfulla,BARI,IN.NUMERICIVICI.2012.974630,8,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549803,41.130027
Via Mameli,BARI,IN.NUMERICIVICI.2012.974634,17,16072043,70038,TERLIZZI,BARI,PUGLIA,16.545507,41.129853
Via Trieste,BARI,IN.NUMERICIVICI.2012.974686,60,16072043,70038,TERLIZZI,BARI,PUGLIA,16.549856,41.127863
Via De Bernardi,BARI,IN.NUMERICIVICI.2012.974704,85,16072043,70038,TERLIZZI,BARI,PUGLIA,16.544789,41.13137
Via Tripoli,BARI,IN.NUMERICIVICI.2012.974801,24,16072043,70038,TERLIZZI,BARI,PUGLIA,16.546689,41.128714
Via Marsala,BARI,IN.NUMERICIVICI.2012.974839,1,16072043,70038,TERLIZZI,BARI,PUGLIA,16.551463,41.129214
