Official Name,Add_1,Add_2,Add_3,County,Ethos,DEIS,Number of Males in 2014,Number of Females in 2014,Total number of Students in 2014,xcoord,ycoord,Long,Lat,Roll_No
MONARD N S,MONARD,SOLOHEAD,CO TIPPERARY,Tipperary,CATHOLIC,N,32,30,62,184817,139927,-8.22365,52.5106,00606M
TIPPERARY JNR BN S,TIPPERARY,CO TIPPERARY,,Tipperary,CATHOLIC,N,122,0,122,189264,136269,-8.15803,52.4778,01285A
TIPPERARY G N S,ST.MICHAEL'S ST,TIPPERARY,,Tipperary,CATHOLIC,N,0,171,171,189225,136222,-8.1586,52.4774,01862M
DUALLA N S,DUALLA,CASHEL,CO TIPPERARY,Tipperary,CATHOLIC,N,38,40,78,212505,143370,-7.81567,52.5416,02237R
SAN ISADOIR,BOTHAR LEATHAN,CASHEL,CO TIPPERARY,Tipperary,CATHOLIC,N,45,62,107,207316,146733,-7.89208,52.5719,02670I
MOYGLASS N S,MOYGLASS,FETHARD,CO TIPPERARY,Tipperary,CATHOLIC,N,61,62,123,219869,141792,-7.70721,52.5272,04075E
THOMASTOWN N S,THOMASTOWN,GOLDEN CASHEL,CO TIPPERARY,Tipperary,CATHOLIC,N,45,43,88,198571,137986,-8.02104,52.4934,04620D
NEW INN B N S,CASHEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,46,0,46,207925,132120,-7.88345,52.4406,05144C
LISRONAGH N S,LISRONAGH,CLONMEL,CO TIPPERARY,Tipperary,CATHOLIC,N,54,39,93,220182,129558,-7.70334,52.4173,06789H
MOHOBER N S,MOHOBER,MULLINAHONE,CO TIPPERARY,Tipperary,CATHOLIC,N,12,15,27,233885,145355,-7.50032,52.5585,07048Q
CULLEN N S,CULLEN,CO TIPPERARY,,Tipperary,CATHOLIC,N,16,4,20,181186,140012,-8.27714,52.5113,07245S
S N SCEICHIN A RINCE,AN CHUIRT DOITE,AN CHATHAIR,CO THIOBRAID ARANN,Tipperary,CATHOLIC,N,26,17,43,189883,117212,-8.14834,52.3066,07358I
NEWTOWN N S,NEWTOWN,SOLOHEAD,CO TIPPERARY,Tipperary,CATHOLIC,N,19,11,30,187873,140645,-8.17866,52.5171,08316U
ST JOSEPHS PRIMARY SCHOOL,Murgasty Road,Tipperary Town,Tipperary,Tipperary,CATHOLIC,N,6,159,165,189019,136403,-8.16164,52.479,09432E
UPPER NEWTOWN N S,UPPER NEWTOWN,CARRICK ON SUIR,CO TIPPERARY,Tipperary,CATHOLIC,N,32,26,58,241324,128023,-7.39277,52.4023,09967U
S N MHUIRE NA TROCAIRE,CAHIR,CO TIPPERARY,,Tipperary,CATHOLIC,N,66,223,289,205544,124699,-7.91859,52.3739,10120P
BALLYDREHID N S,CAHIR,CO TIPPERARY,,Tipperary,CATHOLIC,N,27,14,41,202408,128401,-7.96461,52.4072,10533R
LISNAMROCK N S,COALBROOK,THURLES,CO TIPPERARY,Tipperary,CATHOLIC,N,45,22,67,228060,151216,-7.58572,52.6115,11453B
SLIEVEARDAGH N S,THE COMMONS,THURLES,CO TIPPERARY,Tipperary,CATHOLIC,N,25,26,51,230914,152695,-7.54344,52.6247,11470B
ROSEGREEN N S,CNOCAN AN TEAMPAIL,ROSEGREEN,CASHEL CO TIPPERARY,Tipperary,CATHOLIC,N,83,67,150,211509,135135,-7.83063,52.4676,11605V
CLOCHAR NA TOIRBHIRTE,PRESENTATION CONVENT,CARRICK ON SUIR,CO TIPPERARY,Tipperary,CATHOLIC,N,82,248,330,240142,121921,-7.41087,52.3475,11872V
PRESENTATION PRIMARY SCHOOL,CLONMEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,52,215,267,219261,121851,-7.71732,52.348,12180U
S N MUIRE NA NAINGEAL,CLOCHAR NA CARTHANACHTA,SRAID MORTUIN,CLUAIN MEALA,Tipperary,CATHOLIC,N,41,395,436,220193,122492,-7.7036,52.3537,12349L
ST JOSEPHS NATIONAL SCHOOL,BALLINGARRY,THURLES,CO TIPPERARY,Tipperary,CATHOLIC,Y,42,29,71,231082,148720,-7.54134,52.589,13210I
Scoil Mhuire Gan Smál,NEW INN,CASHEL,CO TIPPERARY,Tipperary,CATHOLIC,N,31,78,109,208100,132313,-7.88087,52.4423,13404V
KILLURNEY N S,BALLYPATRICK,CLONMEL,CO. TIPPERARY,Tipperary,CATHOLIC,N,25,26,51,226876,127215,-7.60513,52.3959,13678M
HOLLYFORD N S,HOLLYFORD,CO TIPPERARY,,Tipperary,CATHOLIC,N,22,27,49,191891,153068,-8.11977,52.6289,13847J
S N BHRIDE,DUN NA SCIATH,CURRAGHPOOR,CO TIPPERARY,Tipperary,CATHOLIC,N,50,41,91,194220,141521,-8.08517,52.5251,14008S
POULICAPPLE N S,CALLAN,CO KILKENNY,,Tipperary,CATHOLIC,N,34,25,59,238378,138857,-7.43482,52.4998,14181J
KNOCKAVILLA N S,DUNDRUM,CO TIPPERARY,,Tipperary,CATHOLIC,N,74,71,145,199788,143651,-8.00313,52.5443,14426N
CAPPAWHITE N S,CAPPAWHITE,CO TIPPERARY,,Tipperary,CATHOLIC,Y,46,49,95,188886,148031,-8.16398,52.5835,14791N
SHRONELL N S,LATTIN,TIPPERARY,,Tipperary,CATHOLIC,N,31,30,61,183055,135421,-8.24938,52.4701,15008A
MOUNT BRUIS N S,MOUNT BRUIS,TIPPERARY TOWN,CO TIPPERARY,Tipperary,CATHOLIC,N,26,45,71,184430,132458,-8.229,52.4435,15157R
GAILE N S,HOLYCROSS,THURLES,CO TIPPERARY,Tipperary,CATHOLIC,Y,21,15,36,209043,150170,-7.86651,52.6028,15299O
S N MICHIL NAOFA,MULLINAHONE,THURLES,CO TIPPERARY,Tipperary,CATHOLIC,Y,51,69,120,233952,140349,-7.49984,52.5136,15362S
BALLYTARSNA N S,CASHEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,45,40,85,211035,147459,-7.8372,52.5784,15970S
EMLY N S,EMLY,CO TIPPERARY,,Tipperary,CATHOLIC,N,49,38,87,176387,134695,-8.34745,52.4633,16059W
ARDFINNAN N S,CLONMEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,109,121,230,208169,117456,-7.88022,52.3088,16077B
KILLUSTY N S,FETHARD,CO TIPPERARY,,Tipperary,CATHOLIC,N,22,21,43,224932,133165,-7.63325,52.4495,16111V
S N MHUIRE NA MBRAITHRE,CARRICK ON SUIR,CO TIPPERARY,,Tipperary,CATHOLIC,N,185,0,185,239936,122111,-7.41387,52.3492,16725K
ST MARYS N S,IRISHTOWN,CLONMEL,CO TIPPERARY,Tipperary,CATHOLIC,N,205,1,206,219667,122309,-7.71134,52.3521,16728Q
ST PETER AND PAUL,CLONMEL,CO TIPPERARY,,Tipperary,CATHOLIC,Y,272,0,272,220456,122785,-7.69973,52.3564,16729S
S N AN GHABHAILIN,CASHEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,50,38,88,201508,138579,-7.97779,52.4987,17114J
S N BAILE SLUAGH,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,30,5,35,226553,154026,-7.60774,52.6369,17140K
SCOIL NA MBRAITHRE,TIPPERARY,CO TIPPERARY,,Tipperary,CATHOLIC,N,193,0,193,188934,136279,-8.16288,52.4779,17276M
ST MARYS PAROCHIAL SCHOOL,CLONMEL,CO. TIPPERARY.,,Tipperary,CHURCH OF IRELAND,N,18,15,33,219501,122472,-7.71376,52.3536,17332T
S N CLEIREACHAIN,CLONMEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,98,88,186,216688,128736,-7.75474,52.41,17486A
S N BAILE AN IUBHAIR,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,15,23,38,216267,146056,-7.76008,52.5657,17511T
S N RATH CHAOMHGHIN,CLONMEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,58,65,123,214780,124598,-7.78296,52.3728,17542H
S N GORT NA HUAIGHE,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,56,66,122,226882,158221,-7.60254,52.6746,17580P
S N ROIS MHOIR,CLONOULTY,GOOLDS CROSS,CO TIPPERARY,Tipperary,CATHOLIC,N,43,30,73,199780,151660,-8.00325,52.6163,17620B
S N AN BHEALAIGH,CLONOULTY,CASHEL,CO TIPPERARY,Tipperary,CATHOLIC,N,17,8,25,201163,148659,-7.98284,52.5893,17621D
S N GLEANN GUAIL,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,Y,22,21,43,224553,151950,-7.63744,52.6183,17665A
S N CHLUAININ,CLONMEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,34,54,88,227435,135962,-7.5962,52.4745,17694H
POWERSTOWN N S,CLONMEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,175,140,315,222956,124494,-7.66291,52.3716,17779P
S N CHUIRT DOIGHTE,CAHIR,CO TIPPERARY,,Tipperary,CATHOLIC,N,25,28,53,194727,117777,-8.07732,52.3117,17783G
S N NA HAILLE,AN MHOIN ARD,CO TIOBRAD ARANN,,Tipperary,CATHOLIC,N,48,44,92,185715,144897,-8.21064,52.5553,17799V
S N AN GRAINSEACH,CLONMEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,83,102,185,212021,120782,-7.82362,52.3386,18062V
BALLYNEALE N S,CARRICK ON SUIR,CO TIPPERARY,,Tipperary,CATHOLIC,N,46,39,85,236403,124836,-7.46543,52.374,18085K
S N NAOMH PADRAIG,CILL CHAIS,CLONMEL,CO TIPPERARY,Tipperary,CATHOLIC,N,37,38,75,231533,128092,-7.53663,52.4035,18326G
SCOIL MHUIRE,CILL MHEANMAN,MULLINAHONE THURLES,CO TIPPERARY,Tipperary,CATHOLIC,N,23,19,42,233747,137247,-7.50318,52.4857,18459C
S N CILL SIOLAIN,CILL SIOLAIN,CLONMEL,CO TIPPERARY,Tipperary,CATHOLIC,N,81,53,134,228550,123562,-7.58085,52.363,18486F
GRANGEMOCKLER NS,CARRICK ON SUIR,CO TIPPERARY,,Tipperary,CATHOLIC,N,47,43,90,235938,132749,-7.47141,52.4451,18501V
St Francis National School,GARRYSHANE,Donohill,Co Tipperary,Tipperary,CATHOLIC,N,18,10,28,190520,143114,-8.13973,52.5394,18512D
ANNACARTY N S,ANNACARTY,CO TIPPERARY,,Tipperary,CATHOLIC,N,34,48,82,192428,146050,-8.11168,52.5658,18528S
SCOIL MHUIRE,CAISLEAN NUA,CLONMEL,CO TIPPERARY,Tipperary,CATHOLIC,N,60,61,121,213140,113287,-7.80749,52.2712,18538V
BALLYLOOBY N S,CAHIR,CO TIPPERARY,,Tipperary,CATHOLIC,N,79,79,158,201015,119350,-7.98511,52.3259,18582B
CAHIR B N S,CAHIR,CO TIPPERARY,,Tipperary,CATHOLIC,N,159,0,159,205468,124799,-7.9197,52.3748,18716T
LISVERNANE N S,GALBALLY,CO TIPPERARY,,Tipperary,CATHOLIC,N,53,39,92,184652,128877,-8.22557,52.4113,19294B
TANKERSTOWN N S,TANKERSTOWN,BANSHA,CO TIPPERARY,Tipperary,CATHOLIC,N,48,48,96,199233,129697,-8.01127,52.4189,19305D
KILLENAULE N S,KILLENAULE,THURLES,CO TIPPERARY,Tipperary,CATHOLIC,Y,87,75,162,222062,146545,-7.67458,52.5698,19356U
KILROSS NS,KILROSS,CO TIPPERARY,,Tipperary,CATHOLIC,N,7,7,14,181010,131350,-8.27924,52.4334,19421F
CLOGHEEN CENTRAL N S,CLOGHEEN,CO TIPPERARY,,Tipperary,CATHOLIC,N,40,29,69,200722,113139,-7.98942,52.2701,19540N
ST OLIVER PLUNKETTS NS,HEYWOOD RD,CLONMEL,CO TIPPERARY,Tipperary,CATHOLIC,Y,202,189,391,219361,123191,-7.71578,52.3601,19645E
BANSHA N S,BANSHA,CO TIPPERARY,,Tipperary,CATHOLIC,N,35,33,68,195589,132860,-8.06488,52.4473,19689B
CLONOULTY CENTRAL N S,GOOLDS CROSS,CO TIPPERARY,,Tipperary,CATHOLIC,N,28,35,63,202827,150098,-7.95827,52.6022,19690J
ST JOHN THE BAPTIST,OLD ROAD,CASHEL,CO. TIPPERARY,Tipperary,CATHOLIC,N,0,286,286,207844,139798,-7.88446,52.5096,19692N
CASHEL DEANERY,CASHEL,CO TIPPERARY,,Tipperary,CHURCH OF IRELAND,N,21,18,39,207844,139737,-7.88446,52.5091,19696V
NAOMH PADRAIG  JUNIOR,DRANGAN,THURLES,CO TIPPERARY,Tipperary,CATHOLIC,N,32,20,52,228024,140693,-7.58714,52.517,19879G
NAOMH PADRAIG  SENIOR,DRANGAN,THURLES,CO TIPPERARY,Tipperary,CATHOLIC,N,29,29,58,228036,140678,-7.58696,52.5168,19880O
GAELSCOIL CHLUAIN MEALA,"BAILE GAELACH,","CLUAIN MEALA,",CO. THIOBRAID ARANN,Tipperary,CATHOLIC,N,105,113,218,219595,122262,-7.7124,52.3517,20007C
GAELSCOIL THIOBRAID ARANN,MORGAISTE,BAILE THIOBRAID ARANN,CO. THIOBRAID ARANN,Tipperary,CATHOLIC,N,39,33,72,189873,135546,-8.14904,52.4713,20027I
GAELSCOIL CHARRAIG NA SIUIRE,C/O CARRICK UTD FOOTBALL CLUB,COOLNAMUCK ROAD,CARRICK-ON-SUIR,Tipperary,CATHOLIC,N,88,90,178,239147,121472,-7.42553,52.3436,20085W
SCOIL TEAMPALL TOINNE,BALLYPOREEN,CAHIR,CO TIPPERARY,Tipperary,CATHOLIC,N,51,49,100,193421,113221,-8.09639,52.2708,20129Q
ST JOHN THE BAPTIST BOYS SCHOOL,CASHEL,CO. TIPPERARY,,Tipperary,CATHOLIC,N,232,0,232,207840,139836,-7.88452,52.5099,20155R
Holy Trinity National School,Rocklow Road,Fethard,Co Tipperary,Tipperary,CATHOLIC,N,107,100,207,220517,135271,-7.69807,52.4686,20355C
OUR LADY OF GOOD COUNSEL GNS,FERRYBANK,WATERFORD,,Waterford,CATHOLIC,N,0,210,210,261367,112927,-7.10105,52.2647,12007G
S N URSULA NAOFA,URSULINE CONVENT,WATERFORD,,Waterford,CATHOLIC,N,0,699,699,260616,110931,-7.1124,52.2469,12535I
ST STEPHENS N S,WATERFORD,CO WATERFORD,,Waterford,CATHOLIC,Y,417,0,417,260522,112313,-7.11353,52.2593,15046I
S N DEAGLAN,PORTLAIRGE,CO WATERFORD,,Waterford,CATHOLIC,N,439,0,439,261069,111714,-7.10563,52.2539,16976M
S N NAOMH MHUIRE,BAILE MHIC GONAIR,PORTLAIRGE,,Waterford,CATHOLIC,N,387,282,669,263875,108569,-7.06513,52.2253,17351A
S N MUIRE AN PORT MOR,PORTLAIRGE,CO WATERFORD,,Waterford,CATHOLIC,N,222,0,222,261558,113278,-7.09818,52.2679,18235D
SCOIL LORCAIN BNS,BALLYTRUCKLE,WATERFORD,,Waterford,CATHOLIC,Y,370,0,370,261114,110476,-7.10519,52.2427,18462O
AN TEAGHLAIGH NAOFA,CLOCHAR NA TROCAIRE,PORT LAIRGE,,Waterford,CATHOLIC,Y,0,304,304,259817,112347,-7.12385,52.2597,18509O
CHRIST CHURCH N S,LOWER NEWTOWN,WATERFORD,CO WATERFORD,Waterford,CHURCH OF IRELAND,N,65,59,124,261129,111617,-7.10477,52.253,18681D
OUR LADY OF MERCY SENIOR P.S.,MILITARY ROAD,WATERFORD,,Waterford,CATHOLIC,Y,0,313,313,259837,112385,-7.12355,52.26,18689T
SC NAOMH EOIN LE DIA,PASSAGE ROAD,WATERFORD,,Waterford,CATHOLIC,N,0,260,260,261230,111414,-7.10333,52.2511,18793O
ST SAVIOURS NS,BALLYBEG,WATERFORD CITY,,Waterford,CATHOLIC,Y,146,146,292,258412,110092,-7.14482,52.2396,19511G
GAELSCOIL PHORT LAIRGE,BAILE MHIC GONAIR,PORT LAIRGE,,Waterford,CATHOLIC,N,103,111,214,264115,109003,-7.06154,52.2292,19853L
MOUNT SION CBS N S,BARRACK STREET,WATERFORD,,Waterford,CATHOLIC,Y,290,0,290,260304,111916,-7.11679,52.2558,19947U
Presentation Primary School,Slievekeale Road,WATERFORD,,Waterford,CATHOLIC,Y,8,386,394,259708,111706,-7.12556,52.2539,19955T
GAELSCOIL NA NDEISE,BOTHAR GRASTA DE,PORT LAIRGE,,Waterford,CATHOLIC,N,119,113,232,259502,112676,-7.12841,52.2627,20050D
WATERPARK  N S,PARK ROAD,WATERFORD,,Waterford,CATHOLIC,N,135,102,237,261438,111964,-7.10018,52.2561,20143K
WATERFORD EDUCATE TOGETHER NS,MORRISSONS AVENUE,TYCOR,WATERFORD CITY,Waterford,MULTI DENOMINATIONAL,N,128,84,212,259554,112018,-7.12776,52.2568,20160K
ST PAULS B N S,LISDUGGAN,CO WATERFORD,,Waterford,CATHOLIC,Y,231,0,231,259245,111150,-7.13244,52.249,20219R
AGLISH N S,CAPPOQUIN,CO WATERFORD,,Waterford,CATHOLIC,N,56,46,102,212182,91221,-7.82231,52.0729,01395H
S N CILL ROSANTA,CILL MHIC THOMAIS,CO WATERFORD,,Waterford,CATHOLIC,N,59,53,112,231318,103150,-7.54211,52.1794,01711O
S N NA CROISE NAOFA,STRADBALLY,KILMACTHOMAS,CO WATERFORD,Waterford,CATHOLIC,N,13,0,13,236540,98696,-7.46624,52.139,01767S
S N AN CHLAIS MHOR,CHLAIS MOR,CO WATERFORD,,Waterford,CATHOLIC,N,49,48,97,212490,84286,-7.81808,52.0106,02889O
SN BAILE MHIC AIRT,BAILE MHIC AIRT,AN RINN,CO PHORT LAIRGE,Waterford,CATHOLIC,N,28,40,68,224776,83861,-7.63916,52.0064,05548D
BALLYCURRANE N S,CLASHMORE,YOUGHAL,CO WATERFORD,Waterford,CATHOLIC,N,20,17,37,215693,84031,-7.77144,52.0082,07441S
VILLIERSTOWN N S,CAPPOQUIN,CO WATERFORD,,Waterford,CATHOLIC,N,17,25,42,210587,92859,-7.84553,52.0877,07737Q
CARRICKBEG N S,CARRICK ON SUIR,CO TIPPERARY,,Waterford,CATHOLIC,N,59,41,100,240685,120116,-7.40312,52.3313,11969N
OUR LADY OF MERCY N S,STRADBALLY,CO WATERFORD,,Waterford,CATHOLIC,N,9,29,38,236565,98491,-7.4659,52.1372,13020D
BALLYDUFF N S,KILMEADEN,CO WATERFORD,,Waterford,CATHOLIC,N,115,99,214,249995,109165,-7.26817,52.2321,13635R
S N LIOS MOR MOCHUDA,LIOS MOR,CO WATERFORD,,Waterford,CHURCH OF IRELAND,N,26,25,51,204835,98602,-7.92937,52.1394,14164J
KILLEA BOYS N S,DUNMORE EAST,CO WATERFORD,,Waterford,CATHOLIC,N,104,0,104,268097,101910,-7.00469,52.1649,14568K
S N BAILE BUILEARAIGH,BAILE BUILEARAIGH,CO WATERFORD,,Waterford,CATHOLIC,N,114,110,224,256072,108179,-7.17939,52.2226,14679T
PASSAGE EAST N S,PASSAGE EAST,CO WATERFORD,,Waterford,CATHOLIC,N,50,48,98,270154,109324,-6.97309,52.2313,14989L
GLENBEG N S,DUNGARVAN,CO WATERFORD,,Waterford,CATHOLIC,N,69,60,129,222111,90914,-7.67751,52.0699,15318P
BALLYDUFF B 2 N S,BALLYDUFF,CO WATERFORD,,Waterford,CATHOLIC,N,70,65,135,196552,98851,-8.05037,52.1416,15540Q
RATHGORMACK B N S,CARRICK ON SUIR,CO WATERFORD,,Waterford,CATHOLIC,N,71,61,132,234165,117213,-7.49906,52.3056,15963V
SCOIL NAOMH SEOSAMH,DUNGARVAN,CO WATERFORD,,Waterford,CATHOLIC,Y,134,0,134,225896,92887,-7.62216,52.0874,16732H
S N NA CILLE,CILL MHIC THOMAIS FHINN,CO WATERFORD,,Waterford,CATHOLIC,N,74,76,150,245584,102943,-7.33357,52.1765,16748W
SN NA LEANAI,AN RINN,DUN GARBHAN,CO PHORT LAIRGE,Waterford,CATHOLIC,N,42,33,75,228230,88584,-7.58846,52.0486,16818R
S N AN CARRAIG LIATH,DUNGARBHAN,CO WATERFORD,,Waterford,CATHOLIC,N,52,35,87,222000,94055,-7.67893,52.0981,16950R
S N AN BAILE NUA,CILL MHIC THOMAIS FHINN,CO WATERFORD,,Waterford,CATHOLIC,N,54,50,104,241753,107876,-7.38897,52.2212,17133N
S N AN GARRAIN BHAIN,DUNGARBHAIN,CO WATERFORD,,Waterford,CATHOLIC,N,105,88,193,229837,95828,-7.5644,52.1137,17159I
S N NA RINNE,AN RINN,DUN GARBHAN,CO PHORT LAIRGE,Waterford,CATHOLIC,N,50,58,108,229160,88487,-7.57491,52.0477,17295Q
KNOCKANORE N S,KNOCKANORE,CO WATERFORD,,Waterford,CATHOLIC,N,40,43,83,207470,89051,-7.89109,52.0535,17522B
Light of Christ National School,DUNMORE EAST,CO WATERFORD,,Waterford,CATHOLIC,N,0,116,116,268654,100614,-6.99681,52.1532,17525H
FIONNABHAIR N S,FIONNABHAIR,CO WATERFORD,,Waterford,CATHOLIC,N,108,101,209,252742,101301,-7.22919,52.1611,17535K
S N DUN AILL,TRAMOR,CO WATERFORD,,Waterford,CATHOLIC,N,64,56,120,250458,102600,-7.26237,52.173,17536M
S N NA BHFIODH,CILL MHIC THOMAIS,CO WATERFORD,,Waterford,CATHOLIC,N,33,20,53,237164,107736,-7.45614,52.2202,17570M
S N CILL BHRIAIN,BALLINAMULT,CLONMEL,CO WATERFORD,Waterford,CATHOLIC,N,11,9,20,223573,104395,-7.65526,52.191,17643N
ST MARYS N S GRANGE,GRANGE,YOUGHAL,CO CORK,Waterford,CATHOLIC,N,35,29,64,217661,81026,-7.74293,51.9811,17997C
S N NAOMH DEAGLAN,ARD MOR,CO PORTLAIRGE,,Waterford,CATHOLIC,N,52,52,104,218527,77654,-7.7305,51.9508,18048E
S N CNOC MACHAN,BUN MACHAN,CO WATERFORD,,Waterford,CATHOLIC,Y,18,5,23,243800,99226,-7.36013,52.1433,18077L
S N DUN NA MAINISTREACH,DUNGARBHAN,CO WATERFORD,,Waterford,CATHOLIC,N,245,219,464,226683,93146,-7.61066,52.0897,18094L
WHITECHURCH N S CEAPACH,CEAPACH,CO WATERFORD,,Waterford,CATHOLIC,N,56,49,105,215241,94516,-7.77755,52.1025,18108T
S N AINE NFA SEAFIELD,BONMAHON,CO WATERFORD,,Waterford,CATHOLIC,N,33,27,60,242250,100407,-7.38263,52.154,18167M
S N NAOMH PARTHALAN,CIONN SAILE BEAG,YOUGHAL,CO CORK,Waterford,CATHOLIC,N,33,23,56,213197,79411,-7.80797,51.9668,18318H
S N MUIRE MAGH DEILGE,CEAPACH,CO WATERFORD,,Waterford,CATHOLIC,N,48,47,95,216859,99640,-7.75368,52.1485,18321T
S N FAICHE LIAG,PORTLAIRGE,CO WATERFORD,,Waterford,CATHOLIC,N,91,89,180,268129,112668,-7.00206,52.2616,18380M
SCOIL NAOMH GOBNAIT,CUL NA SMEAR,DUNGARBHAN,CO WATERFORD,Waterford,CATHOLIC,N,65,51,116,224302,98679,-7.64501,52.1396,18488J
ST MARYS NS TOURANEENA,BALLINAMULT,CLONMEL,CO WATERFORD,Waterford,CATHOLIC,N,31,30,61,219518,105684,-7.71448,52.2027,18779U
BALLYMACARBERRY N S,CLONMEL,CO TIPPERARY,,Waterford,CATHOLIC,N,96,109,205,217752,114451,-7.73986,52.2816,19345P
CLONEA NS,CARRICK ON SUIR,CO TIPPERARY,,Waterford,CATHOLIC,N,46,41,87,238301,114290,-7.43876,52.2791,19443P
SCOIL MHUIRE,TALLOW,CO WATERFORD,,Waterford,CATHOLIC,N,76,60,136,199773,93195,-8.00331,52.0908,19616U
HOLY CROSS SCHOOL,BALLYCARNANE,TRAMORE,CO WATERFORD,Waterford,CATHOLIC,N,356,347,703,257128,101248,-7.1651,52.1602,19629G
STRADBALLY C. OF IRE. NS,STRADBALLY,CO WATERFORD,,Waterford,CHURCH OF IRELAND,N,22,11,33,236729,97565,-7.4636,52.1289,19726E
SCOIL GEARBHAIN,CLAIS NA LACHAN,DUN NA MAINISTREACH,DUN GARBHAN,Waterford,CATHOLIC,N,114,118,232,227796,94324,-7.59432,52.1003,19814B
GEALSCOIL PHILIB BARUN,TEACH REALT NA MARA,AN TRA MHOR,CO PHORT LAIRGE,Waterford,CATHOLIC,N,102,118,220,258480,102175,-7.14519,52.1684,19885B
ST MARYS NS,DUNGARVAN,CO WATERFORD,,Waterford,CATHOLIC,Y,86,227,313,225702,92858,-7.625,52.0872,19953P
PORTLAW N.S.,PORTLAW,CO WATERFORD,,Waterford,CATHOLIC,N,149,114,263,246777,115587,-7.31438,52.2901,19970P
BUN SCOIL BHOTHAR NA NAOMH,LISMORE,CO WATERFORD,,Waterford,CATHOLIC,N,162,137,299,205132,98460,-7.92504,52.1381,20076V
GLOR NA MARA NS,TRAMORE,CO WATERFORD,,Waterford,CATHOLIC,N,225,202,427,257978,101852,-7.15258,52.1656,20116H
BUNSCOIL GLEANN SIDHEAIN,CAPPOQUIN,CO WATERFORD,,Waterford,CATHOLIC,N,97,99,196,211059,99284,-7.83843,52.1454,20157V
SCOIL CHOILL MHIC THOMAISIN,KILMACTHOMAS,CO WATERFORD,,Waterford,CATHOLIC,N,71,80,151,239880,106072,-7.41659,52.2051,20170N
Newtown Junior School,Newtown School,Newtown,,Waterford,QUAKER,N,71,49,120,261389,111579,-7.10097,52.2526,20261Q
PRESENTATION CONVENT (JNR),MULLINGAR,CO WESTMEATH,,Westmeath,CATHOLIC,N,200,199,399,243645,253338,-7.34178,53.5282,00934G
S N BHRIDE,EMPER,BALLYNACARGY,CO WESTMEATH,Westmeath,CATHOLIC,N,22,19,41,227296,260815,-7.58768,53.5965,00941D
BALLYNACARGY MIXED N S,BALLYNACARGY,CO WESTMEATH,,Westmeath,CATHOLIC,Y,29,40,69,230756,259508,-7.53555,53.5845,01731U
CROWENSTOWN N S,CROWENSTOWN,DELVIN,CO WESTMEATH,Westmeath,CATHOLIC,N,27,19,46,263762,262778,-7.03651,53.6109,02263S
S N AN CHUIL,AN CHUIL,MUILEANN CEARR,CO NA HIARMHIDHE,Westmeath,CATHOLIC,N,36,24,60,241503,272412,-7.37155,53.6997,03936C
CASTLEPOLLARD MIXED N S,CASTLEPOLLARD,CO WESTMEATH,,Westmeath,CATHOLIC,N,66,57,123,246558,270414,-7.29531,53.6814,05513H
St. Anne's National School,TYRRELLPASS,CO WESTMEATH,,Westmeath,CATHOLIC,N,68,53,121,241585,237789,-7.37491,53.3886,05916G
ST PETERS N S SNR,ATHLONE,CO WESTMEATH,,Westmeath,CATHOLIC,Y,6,123,129,203862,241260,-7.9419,53.4214,07722D
TANG N S,TANG,BALLYMAHON,CO LONGFORD,Westmeath,CATHOLIC,N,61,56,117,213773,253856,-7.79226,53.5345,08037Q
S N PHADRAIG,BAILE EAMAINN,KILLUCAN,CO WESTMEATH,Westmeath,CATHOLIC,N,32,31,63,255107,253970,-7.16883,53.5328,08100U
CASTLEPOLLARD PAROC.N S,CASTLEPOLLARD,CO WESTMEATH,,Westmeath,CHURCH OF IRELAND,N,9,17,26,246156,270177,-7.30143,53.6793,10857U
DRUMRANEY MIXED N S,DRUMRANEY,ATHLONE,CO WESTMEATH,Westmeath,CATHOLIC,N,13,7,20,216722,247377,-7.74812,53.4762,13571R
ST FEIGHANS MXD N S,FORE,CASTLEPOLLARD,CO WESTMEATH,Westmeath,CATHOLIC,N,55,42,97,251439,270006,-7.2215,53.6772,14450K
STREAMSTOWN MIXED N S,STREAMSTOWN,CO WESTMEATH,,Westmeath,CATHOLIC,N,54,51,105,229297,242237,-7.55919,53.4294,15291V
DALYSTOWN N S,DALYSTOWN,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,52,57,109,240890,242935,-7.38469,53.4349,15307K
ST BRIGID'S PRIMARY SCHOOL,AN BHUN SCOIL,CLOCHAR NA TROCAIRE,AN MOTA,Westmeath,CATHOLIC,N,54,163,217,218394,238614,-7.72345,53.3974,15512L
