STREET NAME / ADDRESS,DATE GRANTED
LEINSTER ROAD,09-Nov-11
CADOGAN ROAD,09-Nov-11
FITZGERALD STREET,09-Nov-11
HOLLYBROOK ROAD,09-Nov-12
SUMMER STREET NORTH,09-Nov-11
EMORVILLE AVENUE,09-Nov-11
GORDON STREET,21-Nov-12
BERESFORD STREET,21-Nov-12
MOUNT PLEASANT AVENUE UPPER,21-Nov-11
BLOOMFIELD AVENUE,04-Nov-11
PENROSE STREET,04-Nov-11
HILL STREET,04-Nov-12
FLORENCE STREET,04-Nov-11
EGLINTON TERRACE,04-Nov-11
EATON ROAD,04-Nov-12
LONG LANE,04-Nov-12
GRATTAN STREET,04-Nov-11
KILLARNEY PARADE,04-Nov-11
LEINSTER ROAD,04-Nov-12
CLYDE LANE,07-Nov-11
HOME VILLAS,04-Nov-12
BERKELEY STREET,03-Nov-11
SAINT CLEMENT'S ROAD,03-Nov-11
HAROLD'S CROSS ROAD,03-Nov-11
VIKING ROAD,03-Nov-11
NORTHBROOK ROAD,03-Nov-11
PHIBSBOROUGH ROAD,03-Nov-11
NORSEMAN PLACE,07-Nov-11
NEWBRIDGE AVENUE,07-Nov-11
GRAND CANAL STREET UPPER,07-Nov-12
MARLBOROUGH ROAD,07-Nov-11
WATERLOO ROAD,07-Nov-11
GROVE PARK,07-Nov-12
PARKVIEW AVENUE,09-Nov-12
MOUNTPLEASANT AVENUE LOWER,09-Nov-11
BLACKHALL PLACE,09-Nov-11
MURTAGH ROAD,10-Nov-11
GREAT WESTERN SQUARE,10-Nov-12
ORMEAU STREET,10-Nov-11
CONNAUGHT STREET,10-Nov-11
VICTORIA AVENUE,10-Nov-11
MOREHAMPTON ROAD,03-Nov-11
HEYTESBURY LANE,03-Nov-11
INFIRMARY ROAD,03-Nov-11
PALMERSTON ROAD,03-Nov-11
NEW BRIDE STREET,03-Nov-11
SOUTH DOCK STREET,03-Nov-11
VERNON STREET,03-Nov-11
O'CONNELL GARDENS,03-Nov-12
WOLSELEY STREET,03-Nov-11
AVONDALE ROAD,03-Nov-12
SEAFORT AVENUE,03-Nov-12
CHURCHILL TERRACE,03-Nov-11
MORNINGTON ROAD,03-Nov-11
SAINT JOSEPH'S PLACE,07-Nov-11
MONCK PLACE,07-Nov-12
EBLANA VILLAS,10-Nov-11
LURGAN STREET,10-Nov-12
SAINT ALBAN'S PARK,10-Nov-11
HERBERT LANE,10-Nov-11
ALBANY ROAD,10-Nov-11
ONTARIO TERRACE,10-Nov-11
TERENURE PARK,03-Nov-12
VILLIERS ROAD,03-Nov-12
BRIGHTON SQUARE,08-Nov-12
GARVILLE AVENUE,11-Nov-12
MOUNTPLEASANT AVENUE LOWER,11-Nov-11
ROSS ROAD,11-Nov-11
SOUTH CIRCULAR ROAD,11-Nov-12
CABRA PARK,11-Nov-11
SAINT ALBAN'S PARK,11-Nov-11
CHARLESTON AVENUE,11-Nov-11
RATHMINES ROAD UPPER,11-Nov-11
CREIGHTON STREET,07-Nov-11
HERBERT PLACE,07-Nov-11
BLOOMFIELD AVENUE,16-Nov-11
CASTLEWOOD PLACE,16-Nov-12
BROOKFIELD STREET,16-Nov-12
GROVE PARK,16-Nov-11
ORWELL MEWS,16-Nov-12
BELMONT VILLAS,16-Nov-11
ARMSTRONG STREET,10-Nov-11
ERNE STREET UPPER,10-Nov-11
LEINSTER ROAD,10-Nov-12
SAINT ALBAN'S PARK,10-Nov-11
GROVE PARK,14-Nov-11
GROVE PARK,15-Nov-11
FRANKFORT AVENUE,15-Nov-11
NORTH GREAT GEORGE'S STREET,15-Nov-12
PEMBROKE GARDENS,14-Nov-11
GROVE PARK,14-Nov-11
REGINALD STREET,14-Nov-11
RANELAGH ROAD,15-Nov-11
BRENDAN ROAD,17-Nov-12
DARTMOUTH SQUARE,21-Nov-11
SAINT VINCENT STREET WEST,21-Nov-11
ASHFIELD ROAD,21-Nov-11
LEINSTER ROAD WEST,21-Nov-12
PRIMROSE AVENUE,21-Nov-12
SAINT ALBAN'S PARK,21-Nov-12
MOYNE ROAD,21-Nov-12
CADOGAN ROAD,14-Nov-11
ULSTER STREET,14-Nov-11
DUNVILLE AVENUE,14-Nov-11
MERTON DRIVE,15-Nov-12
SAINT NICHOLAS PLACE,15-Nov-12
INCHICORE ROAD,15-Nov-11
CLANBRASSIL STREET LOWER,16-Nov-11
GRANGEGORMAN LOWER,17-Nov-12
WESLEY ROAD,17-Nov-12
CABRA PARK,17-Nov-11
IVAR STREET,17-Nov-11
SHELBOURNE ROAD,22-Nov-11
CHARLES STREET GREAT,22-Nov-11
SERPENTINE PARK,23-Nov-11
BEECHWOOD AVENUE LOWER,23-Nov-12
SOUTH DOCK STREET,23-Nov-11
ELGIN ROAD,23-Nov-11
SANDYMOUNT AVENUE,24-Nov-11
BLESSINGTON STREET,15-Nov-11
CAMDEN ROW,15-Nov-12
BROOKFIELD STREET,15-Nov-11
OAKLANDS PARK,15-Nov-12
LEO STREET,17-Nov-11
ASHFIELD AVENUE,17-Nov-11
SPITALFIELDS,17-Nov-11
BERKELEY ROAD,17-Nov-12
SYNGE STREET,17-Nov-11
SEAFORT GARDENS,18-Nov-11
HOLLYBANK AVENUE,18-Nov-11
HERBERT PARK,18-Nov-12
GRANGEGORMAN UPPER,21-Nov-11
DERRYNANE GARDENS,22-Nov-11
HARMONY AVENUE,07-Nov-12
HUME STREET,08-Nov-11
RANELAGH ROAD,10-Nov-11
BLACKHALL PLACE,10-Nov-12
TOWER AVENUE,10-Nov-11
PORTOBELLO HARBOUR,10-Nov-12
FAIRFIELD ROAD,10-Nov-11
NORFOLK ROAD,10-Nov-11
CABRA PARK,14-Nov-11
MANOR PLACE,14-Nov-11
REGINALD STREET,15-Nov-11
SAINT JOSEPH'S AVENUE,15-Nov-11
ASHDALE ROAD,15-Nov-11
HAROLD'S CROSS COTTAGES,16-Nov-11
PALMERSTON ROAD,14-Nov-11
MANNIX ROAD,14-Nov-11
SAINT PATRICK'S ROAD,14-Nov-11
LONG LANE,17-Nov-11
CLYDE LANE,18-Nov-11
HAROLD'S CROSS ROAD,18-Nov-11
RUGBY ROAD,18-Nov-11
CLYDE LANE,18-Nov-11
SAINT BROC'S COTTAGES,18-Nov-12
EMMET ROAD,18-Nov-11
DEAN SWIFT SQUARE,24-Nov-11
CARLINGFORD PARADE,24-Nov-11
CLAUDE ROAD,23-Nov-11
ARMSTRONG STREET,23-Nov-11
ELMWOOD AVENUE,24-Nov-11
SAINT CATHERINE'S  AVENUE,28-Nov-12
HARRINGTON STREET,28-Nov-11
HOPE STREET,17-Jan-13
CABRA PARK,17-Jan-12
BLESSINGTON STREET,17-Jan-12
HOLLYBANK ROAD,17-Jan-12
TOWER AVENUE,18-Jan-12
ENNISKERRY ROAD,16-Jan-12
SAINT JOSEPH STREET,16-Jan-12
SAINT CATHERINE'S AVENUE,16-Jan-12
PEMBROKE ROAD,16-Jan-12
TIVOLI AVENUE,16-Jan-12
CARLINGFORD PARADE,16-Jan-12
OLAF ROAD,16-Jan-12
PORTOBELLO HARBOUR,16-Jan-12
HERBERT COTTAGES,16-Jan-12
CONNAUGHT STREET,16-Jan-12
DUFFERIN AVENUE,16-Jan-12
ORMOND ROAD SOUTH,17-Jan-13
SERPENTINE AVENUE,17-Jan-12
SAINT CATHERINE'S AVENUE,17-Jan-12
CARLISLE STREET,17-Jan-13
OLD KILMAINHAM,17-Jan-12
EFFRA ROAD,17-Jan-13
SOUTH LOTTS ROAD,20-Jan-12
MANOR STREET,24-Jan-12
RATHMINES ROAD UPPER,24-Jan-13
PEMBROKE ROAD,18-Jan-12
PARK DRIVE,18-Jan-12
OLAF ROAD,18-Jan-12
KILLARNEY STREET,20-Jan-13
EMMET STREET,20-Jan-12
RANELAGH AVENUE,26-Jan-12
ENNISKERRY ROAD,26-Jan-12
BURLINGTON ROAD,26-Jan-12
CLYDE LANE,26-Jan-12
HEYTESBURY STREET,26-Jan-12
LEINSTER ROAD,20-Jan-12
SAINT JOSEPH'S PLACE,20-Jan-13
MOUNTPLEASANT TERRACE,25-Jan-12
MONCK PLACE,26-Jan-12
NORSEMAN PLACE,26-Jan-12
SAINT KEVIN'S ROAD,19-Jan-12
WARREN STREET,19-Jan-12
WATERLOO ROAD,20-Jan-13
BOW LANE WEST,26-Jan-12
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-13
SHELBOURNE ROAD,30-Jan-13
SAINT KEVIN'S PARADE,30-Jan-12
WILLIAMS PARK,31-Jan-12
MOUNTJOY STREET,31-Jan-12
SAINT ANNE'S ROAD SOUTH,26-Jan-12
REUBEN STREET,27-Jan-13
CHARLES STREET GREAT,27-Jan-13
SOUTH CIRCULAR ROAD,27-Jan-13
LOMBARD STREET EAST,27-Jan-12
BELGRAVE ROAD,27-Jan-13
HARRINGTON STREET,27-Jan-12
GROSVENOR SQUARE,27-Jan-12
GROVE PARK,27-Jan-12
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-13
NIALL STREET,30-Jan-12
NIALL STREET,30-Jan-13
OXMANTOWN ROAD,30-Jan-13
BEECHWOOD PARK,23-Jan-13
SOUTH CIRCULAR ROAD,23-Jan-13
SAINT PHILOMENA'S ROAD,23-Jan-13
ORMOND SQUARE,23-Jan-12
CHURCH GARDENS,23-Jan-12
DANIEL STREET,23-Jan-12
INCHICORE ROAD,23-Jan-12
EFFRA ROAD,23-Jan-12
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-13
LOMBARD COURT,31-Jan-12
ADELAIDE ROAD,31-Jan-12
BELVEDERE ROAD,31-Jan-13
ANNA VILLA,30-Jan-12
MOUNT PLEASANT AVENUE UPPER,30-Jan-13
NIALL STREET,30-Jan-13
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-13
ALMA COURT,30-Jan-12
CHERRYFIELD AVENUE,30-Jan-12
OXMANTOWN ROAD,30-Jan-13
LANSDOWNE PARK,30-Jan-12
VICTORIA STREET,30-Jan-12
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-12
NIALL STREET,30-Jan-12
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-12
OXMANTOWN ROAD,30-Jan-13
OXMANTOWN ROAD,30-Jan-12
EMORVILLE AVENUE,24-Jan-12
OLD KILMAINHAM,24-Jan-13
HEYTESBURY STREET,24-Jan-13
BEECHWOOD AVENUE LOWER,24-Jan-12
TRITONVILLE ROAD,24-Jan-13
MOUNTPLEASANT TERRACE,24-Jan-12
FRANKFORT AVENUE,24-Jan-13
CAMAC COURT,24-Jan-12
HOLLYBANK ROAD,24-Jan-13
OLD KILMAINHAM,24-Jan-13
OXMANTOWN ROAD,31-Jan-13
NIALL STREET,31-Jan-12
NIALL STREET,31-Jan-12
CABRA PARK,01-Feb-12
WINDSOR TERRACE,01-Feb-13
GROVE PARK,01-Feb-12
GARVILLE ROAD,01-Feb-12
GROSVENOR ROAD,30-Jan-13
HOLLYBANK ROAD,01-Feb-13
VICTORIA STREET,01-Feb-12
GROVE PARK,01-Feb-12
OXMANTOWN ROAD,01-Feb-13
HOLLYBANK ROAD,01-Feb-12
WILTON PLACE,01-Feb-12
OXMANTOWN ROAD,31-Jan-13
OXMANTOWN ROAD,31-Jan-13
OXMANTOWN ROAD,31-Jan-13
OXMANTOWN ROAD,31-Jan-13
NIALL STREET,31-Jan-12
NIALL STREET,31-Jan-12
OXMANTOWN ROAD,31-Jan-12
OXMANTOWN ROAD,31-Jan-12
HANNAVILLE PARK,31-Jan-12
MOUNTPLEASANT PLACE,31-Jan-12
ALBANY ROAD,31-Jan-12
OXMANTOWN ROAD,31-Jan-12
OXMANTOWN ROAD,31-Jan-13
BEECHWOOD AVENUE UPPER,31-Jan-12
SOUTH CIRCULAR ROAD,27-Jan-12
VICTORIA ROAD,27-Jan-13
DARTMOUTH SQUARE,27-Jan-12
OXMANTOWN ROAD,01-Feb-12
OLD KILMAINHAM,01-Feb-12
LOMBARD STREET WEST,16-Jan-12
WINDSOR ROAD,16-Jan-13
LEINSTER ROAD,16-Jan-12
BEECHWOOD AVENUE UPPER,19-Dec-12
FRANKFORT AVENUE,23-Dec-11
MORNINGTON ROAD,23-Dec-12
LEICESTER AVENUE,23-Dec-11
LEICESTER AVENUE,21-Dec-11
MOUNTJOY STREET,21-Dec-11
STRAND STREET GREAT,21-Dec-12
BARROW STREET,21-Dec-11
ASHFIELD ROAD,21-Dec-11
NORFOLK ROAD,21-Dec-12
NORFOLK ROAD,21-Dec-11
WOODSTOCK GARDENS,21-Dec-11
KENILWORTH SQUARE,22-Dec-11
SYNGE STREET,06-Jan-12
BALLSBRIDGE AVENUE,06-Jan-13
BALLSBRIDGE AVENUE,06-Jan-13
LEICESTER AVENUE,06-Jan-13
SYNGE STREET,06-Jan-12
OAKLANDS PARK,09-Jan-13
FITZWILLIAM SQUARE NORTH,11-Jan-12
ROWSERSTOWN LANE,20-Dec-11
THOMAS DAVIS STREET WEST,20-Dec-12
SOUTH CIRCULAR ROAD,20-Dec-11
SOUTH CIRCULAR ROAD,03-Jan-12
MARGARET PLACE,03-Jan-12
LENNOX STREET,03-Jan-12
MOREHAMPTON ROAD,19-Dec-11
FORTFIELD TERRACE,19-Dec-12
FORTFIELD TERRACE,19-Dec-12
ANNESLEY PARK,19-Dec-12
EATON ROAD,19-Dec-12
PENROSE STREET,19-Dec-12
GROVE PARK,19-Dec-11
CABRA PARK,05-Jan-12
FORTFIELD TERRACE,05-Jan-13
FORTFIELD TERRACE,05-Jan-13
TERENURE PARK,05-Jan-13
STAMER STREET,05-Jan-12
ESTATE AVENUE,03-Jan-13
RATHDOWN ROAD,09-Jan-12
HANNAVILLE PARK,09-Jan-13
CHARLES STREET GREAT,11-Jan-12
ULSTER STREET,11-Jan-12
NORTH CIRCULAR ROAD,12-Jan-12
SAINT AUDEON'S TERRACE,12-Jan-12
NORTHBROOK AVENUE LOWER,19-Dec-12
SYNNOTT ROW,19-Dec-11
ELMWOOD AVENUE,21-Dec-11
RATHMINES ROAD UPPER,21-Dec-11
AVONDALE ROAD,03-Jan-13
CHARLES STREET WEST,03-Jan-12
O'HARA AVENUE,03-Jan-12
SAINT ALBAN'S ROAD,03-Jan-12
MALACHI ROAD,03-Jan-12
FORTFIELD TERRACE,04-Jan-12
PEMBROKE ROAD,05-Jan-12
VERNON STREET,21-Dec-11
LESLIE'S BUILDINGS,21-Dec-12
FONTENOY STREET,21-Dec-11
ASHFIELD AVENUE,21-Dec-11
EGLINTON ROAD,21-Dec-12
FENIAN STREET (PERMIT AREA ONLY),04-Jan-12
FORTFIELD TERRACE,04-Jan-13
GOLDSMITH STREET,04-Jan-13
FORTFIELD TERRACE,04-Jan-13
BESSBOROUGH PARADE,04-Jan-13
HOLLYBROOK ROAD,04-Jan-12
BEECHWOOD AVENUE UPPER,04-Jan-13
MOUNTJOY STREET MIDDLE,09-Jan-13
FORTFIELD TERRACE,09-Jan-13
LENNOX PLACE,19-Dec-11
KENMARE PARADE,19-Dec-11
WILTON PLACE,19-Dec-11
SAINT ALBAN'S ROAD,19-Dec-11
FORTFIELD TERRACE,19-Dec-12
FORTFIELD TERRACE,19-Dec-12
FORTFIELD TERRACE,19-Dec-12
WILFIELD PARK,10-Jan-13
LAD LANE,06-Jan-12
WIGAN ROAD,06-Jan-12
BUSHFIELD PLACE,06-Jan-13
ROYSE ROAD,06-Jan-13
ROYSE ROAD,06-Jan-13
MAYFIELD ROAD,06-Jan-13
KENILWORTH ROAD,04-Jan-12
GROSVENOR ROAD,04-Jan-13
ARRAN STREET EAST,04-Jan-12
HOLLYBANK ROAD,04-Jan-12
NEWBRIDGE AVENUE,10-Jan-12
BRAINSBOROUGH TERRACE,11-Jan-12
RATHGAR AVENUE,16-Jan-12
HOLLYBANK AVENUE,22-Dec-12
HAROLD'S CROSS COTTAGES,22-Dec-12
RATHMINES ROAD UPPER,22-Dec-11
LE VERE TERRACE,22-Dec-11
BARROW STREET,04-Jan-12
SUSSEX TERRACE,04-Jan-13
FORTFIELD TERRACE,04-Jan-13
NORFOLK ROAD,04-Jan-13
EMMET STREET,12-Jan-12
MOREHAMPTON ROAD,12-Jan-12
LEINSTER SQUARE,12-Jan-12
FRANKFORT AVENUE,12-Jan-12
WATERLOO LANE,12-Jan-12
DORIS STREET,12-Jan-12
BROOKFIELD ROAD,09-Jan-12
WINTON ROAD,10-Jan-13
WILFIELD PARK,10-Jan-13
RATHMINES PARK,10-Jan-12
SAINT KEVIN'S ROAD,10-Jan-12
CHERRYFIELD AVENUE,10-Jan-13
SAINT JOSEPH'S PARADE,05-Jan-12
CULLENSWOOD PARK,05-Jan-12
WINDSOR ROAD,20-Jan-12
BEECHWOOD ROAD,20-Jan-13
PARK DRIVE,20-Jan-12
SHELBOURNE ROAD,20-Jan-12
STAMER STREET,20-Jan-12
GOLDSMITH STREET,23-Jan-12
FONTENOY STREET,12-Jan-12
GROVE PARK,13-Jan-12
ELMWOOD AVENUE,13-Jan-13
SANDYMOUNT ROAD,11-Jan-12
VERNON AVENUE,11-Jan-13
SAINT JOSEPH'S PLACE,11-Jan-12
LEINSTER ROAD,11-Jan-13
CHARLES STREET WEST,10-Jan-12
SPENCER STREET SOUTH,10-Jan-12
CHARLEVILLE ROAD,11-Jan-12
CONNAUGHT STREET,23-Jan-12
GREAT WESTERN SQUARE,23-Jan-13
GLENGARRIFF PARADE,24-Jan-12
CARLINGFORD PARADE,24-Jan-13
ULSTER STREET,24-Jan-12
LANSDOWNE PARK,25-Jan-12
MOUNTJOY STREET,16-Jan-13
AUGHRIM STREET,16-Jan-12
KENMARE PARADE,16-Jan-12
REUBEN AVENUE,16-Jan-12
DANIEL STREET,16-Jan-12
JAMES'S STREET,16-Jan-12
BOTANIC ROAD,17-Jan-13
HAROLD'S CROSS COTTAGES,18-Jan-12
WELLINGTON ROAD,19-Jan-13
MAIN STREET,12-Jan-12
SIGURD ROAD,13-Jan-12
MOUNTPLEASANT AVENUE LOWER,13-Jan-12
KENMARE PARADE,13-Jan-12
HARRINGTON STREET,13-Jan-12
VERNON STREET,25-Jan-13
GROSVENOR ROAD,25-Jan-12
JOY STREET,25-Jan-12
GLENDALOUGH ROAD,26-Jan-12
ARRANMORE AVENUE,26-Jan-13
LANSDOWNE PARK,26-Jan-12
DARTMOUTH ROAD,26-Jan-12
ARNOTT STREET,26-Jan-12
JOHN DILLON STREET,26-Jan-13
RICHMOND STREET SOUTH,19-Jan-12
NOTTINGHAM STREET,19-Jan-12
MOYNE ROAD,19-Jan-12
SITRIC ROAD,19-Jan-13
HOWARD STREET,19-Jan-12
GROVE PARK,19-Jan-12
SAINT CLEMENT'S ROAD,15-May-12
TYRCONNELL ROAD,08-May-12
GROVE PARK,08-May-12
PEARSE SQUARE,08-May-13
BOW LANE WEST,08-May-12
SERPENTINE AVENUE,08-May-12
GRANTHAM STREET,08-May-12
NOTTINGHAM STREET,09-May-13
GOLDSMITH STREET,09-May-12
CUMBERLAND STREET SOUTH,09-May-12
ANNA VILLA,09-May-12
ENNISKERRY ROAD,09-May-12
GLENGARRIFF PARADE,09-May-12
MOREHAMPTON ROAD,09-May-13
HAROLD'S CROSS COTTAGES,09-May-12
KIRWAN STREET COTTAGES,09-May-12
MARTIN STREET,09-May-12
DARTMOUTH SQUARE,11-May-13
MAXWELL ROAD,11-May-13
SAINT ALBAN'S ROAD,11-May-12
RATHMINES ROAD UPPER,11-May-12
ǁRD RIGH ROAD,12-May-12
ORMEAU STREET,12-May-13
VIKING ROAD,12-May-13
CASTLEWOOD PARK,19-May-13
BROOKFIELD STREET,19-May-12
FITZGERALD STREET,19-May-12
ASHFIELD ROAD,19-May-12
SOUTH DOCK STREET,19-May-13
ONTARIO TERRACE,19-May-12
BLOOMFIELD AVENUE,19-May-13
CLAUDE ROAD,19-May-12
CHARLEVILLE ROAD,02-May-12
CONNAUGHT STREET,02-May-12
HOLLYBANK AVENUE,09-May-12
FRANKFORT AVENUE,10-May-12
CABRA PARK,10-May-12
ARBUTUS PLACE,10-May-12
LEINSTER ROAD,10-May-13
SUSSEX ROAD,10-May-12
EMOR STREET,12-May-12
PRINCE ARTHUR TERRACE,12-May-12
CHARLES STREET GREAT,12-May-12
PRUSSIA STREET,12-May-13
PRICE'S PLACE,15-May-12
SHERRARD STREET UPPER,15-May-12
HASTINGS STREET,15-May-13
LANGRISHE PLACE,15-May-12
NORTHBROOK AVENUE,15-May-13
CLONSKEAGH ROAD,15-May-12
IVAR STREET,15-May-12
DODDER VIEW COTTAGES,15-May-13
PEMBROKE COTTAGES,19-May-12
VILLIERS ROAD,19-May-12
FITZGERALD STREET,19-May-12
BRIGHTON SQUARE,19-May-12
PRUSSIA STREET,19-May-12
LEINSTER SQUARE,03-May-13
MOUNT PLEASANT AVENUE UPPER,03-May-12
MARINE DRIVE,03-May-13
ANGLESEA ROAD,03-May-12
ROWSERSTOWN LANE,03-May-12
PHIBSBOROUGH ROAD,03-May-12
LONG LANE,03-May-12
PALMERSTON ROAD,03-May-13
LEESON STREET UPPER,03-May-12
RANELAGH ROAD,03-May-13
GORDON STREET,15-May-12
DARGLE ROAD,15-May-12
BLESSINGTON STREET,15-May-12
NEW ROW,15-May-12
LEINSTER STREET NORTH,15-May-12
KINGSLAND PARADE,15-May-12
"SANDFORD AVENUE,D.8",15-May-13
RAYMOND STREET,15-May-12
SAINT ALBAN'S PARK,15-May-12
OXMANTOWN ROAD,15-May-12
MURTAGH ROAD,15-May-12
WINDSOR TERRACE,03-May-12
DARTMOUTH SQUARE,04-May-12
PALMERSTON PARK,04-May-13
SANDYMOUNT GREEN,04-May-12
PEMBROKE LANE,04-May-12
YORK AVENUE,04-May-12
GORDON STREET,04-May-13
STRAND STREET LITTLE,04-May-12
CASIMIR ROAD,04-May-12
HASTINGS STREET,04-May-12
BEECHWOOD AVENUE LOWER,04-May-12
BELGRAVE SQUARE,04-May-13
ONTARIO TERRACE,04-May-12
MORNINGTON ROAD,11-May-13
SAINT CLEMENT'S ROAD,16-May-12
OVOCA ROAD,16-May-13
NEW BRIDE STREET,16-May-13
ROSS ROAD,16-May-12
MOUNTPLEASANT PLACE,16-May-12
NORTH CIRCULAR ROAD,16-May-12
PERCY PLACE,16-May-13
VILLIERS ROAD,16-May-12
DARGLE ROAD,05-May-13
HOWARD STREET,05-May-12
SYDNEY PARADE AVENUE,05-May-13
LEINSTER ROAD,05-May-12
RAYMOND STREET,05-May-12
GRATTAN PARADE,05-May-12
LEESON PARK,05-May-13
PEMBROKE COTTAGES,05-May-13
ELMWOOD AVENUE,12-May-13
BRIGHTON ROAD,12-May-12
BLOOMFIELD AVENUE,12-May-12
NORTHBROOK ROAD,15-May-13
HOME VILLAS,15-May-12
CASTLEWOOD TERRACE,15-May-13
CASIMIR ROAD,15-May-12
ESTATE COTTAGES,16-May-12
MANOR PLACE,16-May-13
LAD LANE UPPER,16-May-13
NEWBRIDGE AVENUE,16-May-13
GLENGARRIFF PARADE,16-May-13
SITRIC ROAD,17-May-13
ANNA VILLA,17-May-13
ANNA VILLA,17-May-13
INCHICORE ROAD,17-May-13
FITZWILLIAM STREET UPPER,25-Apr-12
SAINT ALPHONSUS' ROAD LOWER,25-Apr-13
FRANKFORT AVENUE,20-Apr-12
CONNAUGHT STREET,28-Apr-12
MALONE GARDENS,28-Apr-12
SION HILL AVENUE,28-Apr-13
DERRYNANE GARDENS,28-Apr-13
REUBEN AVENUE,28-Apr-13
MYRTLE STREET,28-Apr-12
LOMBARD STREET EAST,28-Apr-12
DANIEL STREET,28-Apr-12
BRIGHTON SQUARE,28-Apr-13
KILLEEN ROAD,04-May-12
CASIMIR AVENUE,26-Apr-13
WESLEY ROAD,26-Apr-12
HERBERT PLACE,27-Apr-12
PEMBROKE COTTAGES,27-Apr-12
BLACKBERRY LANE,27-Apr-12
OVOCA ROAD,27-Apr-13
STANHOPE STREET,27-Apr-12
HERBERT COTTAGES,27-Apr-13
MOREHAMPTON ROAD,27-Apr-13
BEECHWOOD ROAD,02-May-12
CABRA PARK,17-May-12
MOUNT PROSPECT LAWNS,17-May-13
SOUTH DOCK STREET,17-May-12
NORSEMAN PLACE,19-Apr-12
ADDISON ROAD,19-Apr-12
HAROLD ROAD,19-Apr-13
PEMBROKE GARDENS,28-Apr-12
RATHMORE VILLAS,28-Apr-12
SAINT ALPHONSUS' ROAD LOWER,13-Apr-12
RATHDOWN ROAD,13-Apr-13
HAROLD'S CROSS COTTAGES,13-Apr-12
DARTMOUTH SQUARE,13-Apr-12
NORTH GREAT GEORGE'S STREET,14-Apr-13
NORTH GREAT GEORG'ES STREET,14-Apr-13
WINDSOR ROAD,14-Apr-12
NEWBRIDGE AVENUE,14-Apr-13
MEATH PLACE,14-Apr-13
LINDSAY ROAD,11-May-13
SYDENHAM ROAD,13-Apr-12
,13-Apr-12
ELMPARK AVENUE,02-May-12
CHARLEVILLE ROAD,02-May-12
ENNISKERRY ROAD,02-May-12
SUMMER STREET NORTH,02-May-12
ELMWOOD AVENUE,17-May-12
EMMET STREET,17-May-12
FITZGERALD STREET,17-May-12
NORSEMAN PLACE,17-May-13
LEINSTER ROAD WEST,17-May-12
LEINSTER STREET NORTH,17-May-12
MOUNTPLEASANT SQUARE,17-Apr-12
MOYNE ROAD,14-Apr-12
KILLEEN ROAD,17-Apr-13
ASHFIELD PARK,26-Apr-12
CADOGAN ROAD,14-Apr-12
HADDINGTON ROAD,14-Apr-12
WOODSTOCK GARDENS,14-Apr-13
VERGEMOUNT PARK,14-Apr-13
PEMBROKE ROAD,14-Apr-12
SYNNOTT PLACE,18-Apr-12
NEWBRIDGE AVENUE,18-Apr-13
MERVILLE AVENUE,27-Apr-13
SAINT IGNATIUS ROAD,27-Apr-12
MANOR PLACE,27-Apr-12
SAINT JOSEPH'S PARADE,27-Apr-13
GARVILLE AVENUE,27-Apr-12
DAVID ROAD,27-Apr-12
HOWARD STREET,27-Apr-12
DAVID ROAD,27-Apr-12
CHARLEVILLE ROAD,27-Apr-13
HEYTESBURY LANE,13-Apr-12
LANSDOWNE PARK,28-Apr-12
ULSTER STREET,28-Apr-13
GLENDALOUGH ROAD,28-Apr-12
GLENDALOUGH ROAD,28-Apr-12
CLAUDE ROAD,28-Apr-13
ARBOUR HILL,28-Apr-13
DUNVILLE AVENUE,28-Apr-12
JOHN DILLON STREET,03-May-13
KENILWORTH PARK,03-May-12
BLACKBERRY LANE,03-May-12
HEYTESBURY LANE,18-Apr-12
HARTY PLACE,18-Apr-12
FRANKFORT AVENUE,03-May-13
GOLDSMITH STREET,03-May-12
SAINT PATRICK'S ROAD,04-May-13
SANDYMOUNT ROAD,05-May-12
ESTATE AVENUE,05-May-13
BROOKFIELD ROAD,05-May-12
RATHMINES ROAD UPPER,05-May-12
PEMBROKE COTTAGES,05-May-13
GARVILLE AVENUE UPPER,05-May-12
ROYSE ROAD,05-May-13
SARSFIELD STREET,05-May-12
HEYTESBURY STREET,05-May-12
HEYTESBURY STREET,05-May-12
CABRA PARK,11-May-12
