STREET NAME / ADDRESS,DATE GRANTED
DARTMOUTH SQUARE,07-Mar-12
CARLINGFORD ROAD,07-Mar-12
LEINSTER ROAD WEST,07-Mar-12
GROVE PARK,07-Mar-12
MOYNE ROAD,07-Mar-12
KIRWAN STREET COTTAGES,07-Mar-12
NORTH CIRCULAR ROAD,07-Mar-12
CLYDE LANE,07-Mar-13
ALBANY ROAD,07-Mar-13
BEECHWOOD AVENUE UPPER,07-Mar-13
EFFRA ROAD,17-Mar-13
BERKELEY ROAD,17-Mar-12
SHAMROCK STREET,17-Mar-13
WILFRID ROAD,17-Mar-12
WINDSOR ROAD,18-Mar-13
WILFRID TERRACE,18-Mar-13
ESTATE AVENUE,18-Mar-13
ESTATE AVENUE,18-Mar-13
VIKING ROAD,18-Mar-13
SALLYMOUNT GARDENS,18-Mar-13
MERTON AVENUE,18-Mar-12
BALLSBRIDGE AVENUE,18-Mar-12
LEINSTER ROAD,18-Mar-12
MOUNT TEMPLE ROAD,18-Mar-12
LEO AVENUE,18-Mar-12
SYNNOTT PLACE,18-Mar-12
BELGRAVE SQUARE,20-Mar-13
GREENMOUNT ROAD,20-Mar-13
BELGRAVE SQUARE,20-Mar-13
HERBERT AVENUE,20-Mar-13
CULLENSWOOD GARDENS,20-Mar-13
ANNADALE AVENUE,08-Mar-12
SAINT IGNATIUS AVENUE,08-Mar-12
GREAT WESTERN SQUARE,08-Mar-12
KINGSLAND PARK AVENUE,08-Mar-12
SEAFORT AVENUE,11-Mar-13
MERTON DRIVE,11-Mar-13
SAINT ALPHONSUS' ROAD UPPER,11-Mar-13
RATHMINES ROAD UPPER,11-Mar-13
BEECHWOOD AVENUE LOWER,11-Mar-13
DARTMOUTH SQUARE,11-Mar-13
CARLISLE STREET,11-Mar-13
NEW ROW SOUTH,11-Mar-13
ELGIN ROAD,11-Mar-12
KILLEEN ROAD,11-Mar-13
SHANDON ROAD,11-Mar-13
INCHICORE ROAD,11-Mar-12
LINENHALL TERRACE,11-Mar-12
MERTON AVENUE,11-Mar-12
LONGWOOD AVENUE,11-Mar-12
SYNGE STREET,11-Mar-12
LINENHALL TERRACE,04-Mar-13
MARINO PARK AVENUE,04-Mar-12
DARTMOUTH SQUARE,04-Mar-13
DARTMOUTH SQUARE,04-Mar-13
SOUTH CIRCULAR ROAD,04-Mar-13
WINTON ROAD,04-Mar-13
WINTON ROAD,04-Mar-13
BELMONT AVENUE,04-Mar-12
KILLEEN ROAD,04-Mar-13
BEECHWOOD AVENUE UPPER,04-Mar-13
OAKLEY ROAD,04-Mar-13
CHURCH AVENUE WEST,04-Mar-13
FAIRFIELD ROAD,04-Mar-13
ADDISON ROAD,04-Mar-13
ANGLESEA ROAD,04-Mar-13
LENNOX STREET,04-Mar-12
BEECHWOOD AVENUE UPPER,04-Mar-12
BEECHWOOD AVENUE UPPER,04-Mar-12
HADDINGTON ROAD,04-Mar-12
LOMBARD STREET WEST,04-Mar-13
HERBERT PLACE,04-Mar-12
HARTY PLACE,04-Mar-12
KINGSLAND PARADE,04-Mar-12
SAINT VINCENT STREET SOUTH,04-Mar-12
CADOGAN ROAD,04-Mar-12
GROVE PARK,04-Mar-12
BEECHWOOD AVENUE UPPER,04-Mar-12
SITRIC ROAD,04-Mar-12
ANNADALE AVENUE,04-Mar-12
JOHN DILLON STREET,09-Mar-13
MARINO PARK AVENUE,09-Mar-13
ANNA VILLA,09-Mar-12
DANIEL STREET,09-Mar-13
DANIEL STREET,09-Mar-13
DANIEL STREET,09-Mar-13
DANIEL STREET,09-Mar-13
VIKING PLACE,09-Mar-12
GRAND CANAL STREET UPPER,09-Mar-13
BELMONT AVENUE,09-Mar-13
DANIEL STREET,09-Mar-13
DANIEL STREET,09-Mar-13
DANIEL STREET,09-Mar-12
ARNOTT STREET,09-Mar-12
PORTOBELLO HARBOUR,09-Mar-12
MOUNTPLEASANT PARADE,09-Mar-12
NORTH CIRCULAR ROAD,09-Mar-12
DANIEL STREET,09-Mar-12
CADOGAN ROAD,09-Mar-13
LEINSTER ROAD,09-Mar-12
SOUTH CIRCULAR ROAD,09-Mar-12
BAGGOT COURT,09-Mar-12
PALMERSTON PLACE,09-Mar-13
ROYSE ROAD,09-Mar-12
DANIEL STREET,09-Mar-12
LEESON STREET UPPER,20-Mar-13
LEINSTER ROAD,20-Mar-13
RAGLAN ROAD,20-Mar-12
CULLENSWOOD GARDENS,20-Mar-13
GRANTHAM STREET,20-Mar-13
CULLENSWOOD GARDENS,20-Mar-13
MOUNTAIN VIEW ROAD,20-Mar-12
ASHFIELD ROAD,20-Mar-12
SAINT KEVIN'S PARADE,20-Mar-12
RUGBY ROAD,20-Mar-12
MOUNTSHANNON ROAD,20-Mar-13
HADDINGTON ROAD,11-Mar-13
INCHICORE ROAD,11-Mar-12
BLESSINGTON STREET,11-Mar-12
MOUNTPLEASANT TERRACE,11-Mar-12
MACKEN STREET,11-Mar-12
WALWORTH ROAD,11-Mar-12
WATERLOO ROAD,11-Mar-12
GREENVILLE TERRACE,11-Mar-12
SALLYMOUNT AVENUE,11-Mar-12
NORTHBROOK AVENUE,11-Mar-12
WILLIAMS PARK,11-Mar-12
SEAFORT VILLAS,13-Mar-13
WINDSOR ROAD,13-Mar-13
SAINT MARY'S ROAD,13-Mar-13
JAMES'S STREET,04-Mar-12
ASHDALE ROAD,04-Mar-12
VICTORIA ROAD,04-Mar-12
REGINALD STREET,04-Mar-13
MARINE DRIVE,04-Mar-13
HOME VILLAS,06-Mar-13
LEINSTER STREET NORTH,06-Mar-12
LENNOX STREET,06-Mar-13
AILESBURY GARDENS,06-Mar-13
MOUNTPLEASANT PARADE ,06-Mar-12
SAINT VINCENT STREET SOUTH,06-Mar-13
OAKLEY ROAD,06-Mar-13
HEYTESBURY LANE,06-Mar-12
MORNINGTON ROAD,06-Mar-13
MERTON DRIVE,06-Mar-13
SANDYMOUNT CASTLE ROAD,06-Mar-13
SOUTH CIRCULAR ROAD,06-Mar-13
ASHFIELD ROAD,06-Mar-13
SYDNEY PARADE AVENUE,06-Mar-12
MOUNT TEMPLE ROAD,06-Mar-12
THE CRESCENT,06-Mar-13
RUGBY ROAD,06-Mar-12
WINDSOR ROAD,10-Mar-13
WINDSOR ROAD,10-Mar-13
WINDSOR ROAD,10-Mar-12
WINDSOR ROAD,10-Mar-13
WINDSOR ROAD,10-Mar-13
LEINSTER ROAD,10-Mar-13
SAINT CATHERINE'S AVENUE,10-Mar-13
NUTLEY PARK,10-Mar-13
NEW ROW SOUTH,10-Mar-12
WINDSOR ROAD,10-Mar-12
WINDSOR ROAD,10-Mar-12
GOLDSMITH STREET,10-Mar-12
PEARSE SQUARE,10-Mar-12
GREENVILLE TERRACE,10-Mar-13
DUFFERIN AVENUE,10-Mar-12
WINDSOR ROAD,10-Mar-12
PENROSE STREET,10-Mar-12
LEINSTER ROAD,10-Mar-12
ADDISON ROAD,10-Mar-12
NORTH CIRCULAR ROAD,10-Mar-12
LANSDOWNE PARK,10-Mar-13
HOME VILLAS,21-Mar-13
ELM PARK,21-Mar-13
LEINSTER ROAD WEST,21-Mar-13
ASHFIELD ROAD,21-Mar-13
MOUNTSHANNON ROAD,21-Mar-13
LOMBARD STREET WEST,21-Mar-12
COWPER ROAD,21-Mar-12
GARVILLE ROAD,21-Mar-12
COWPER ROAD,21-Mar-13
RICHMOND STREET SOUTH,21-Mar-13
MOUNTSHANNON ROAD,21-Mar-12
SYDNEY PARADE AVENUE,21-Mar-12
SYDENHAM ROAD,21-Mar-12
CHURCH AVENUE WEST,21-Mar-12
RATHMINES ROAD UPPER,21-Mar-13
COOK STREET,21-Mar-12
WELLINGTON STREET UPPER,21-Mar-12
GREENVILLE TERRACE,13-Mar-13
GRAND CANAL STREET UPPER,13-Mar-13
SAINT COLUMBA'S ROAD LOWER,13-Mar-12
PEMBROKE GARDENS,13-Mar-13
ASHFIELD ROAD,13-Mar-13
PALMERSTON PLACE,13-Mar-13
ERNE STREET UPPER,13-Mar-12
SANDYMOUNT ROAD,13-Mar-12
LEICESTER AVENUE,13-Mar-12
HASTINGS STREET,13-Mar-13
CLAUDE ROAD,13-Mar-12
RANELAGH ROAD,13-Mar-13
NEVILLE ROAD,13-Mar-12
BLESSINGTON STREET,14-Mar-12
HOME VILLAS,21-Mar-12
GLENGARRIFF PARADE,21-Mar-13
RATHMINES ROAD UPPER,21-Mar-13
GREENMOUNT ROAD,12-Mar-12
SAINT ALBAN'S ROAD,12-Mar-13
DOLPHIN AVENUE,12-Mar-12
SAINT PATRICK'S ROAD,12-Mar-13
STANHOPE STREET,12-Mar-13
PEMBROKE PARK,12-Mar-13
SOUTH CIRCULAR ROAD,12-Mar-13
DANIEL STREET,12-Mar-13
DANIEL STREET,12-Mar-13
GROSVENOR ROAD,12-Mar-12
PHIBSBOROUGH ROAD,12-Mar-13
NORTH CIRCULAR ROAD,12-Mar-12
MOUNT TEMPLE ROAD,12-Mar-12
BRIGHTON ROAD,12-Mar-12
GREENMOUNT ROAD,12-Mar-12
WARREN STREET,12-Mar-12
DANIEL STREET,12-Mar-13
VAVASOUR SQUARE,12-Mar-12
KINGSLAND PARK AVENUE,12-Mar-13
KENILWORTH ROAD,12-Mar-13
CURZON STREET,12-Mar-13
PEMBROKE ROAD,21-Mar-13
ARRANMORE ROAD,22-Mar-13
TERENURE PARK,22-Mar-13
LEINSTER STREET NORTH,22-Mar-13
SERPENTINE AVENUE,22-Mar-13
KIRWAN STREET,22-Mar-12
CULLENSWOOD GARDENS,22-Mar-13
,22-Mar-13
ASHFIELD ROAD,22-Mar-12
MONCK PLACE,22-Mar-13
GOLDSMITH STREET,22-Mar-13
INCHICORE ROAD,22-Mar-13
TERENURE PARK,15-Mar-13
TERENURE PARK,15-Mar-13
TERENURE PARK,15-Mar-13
MUNSTER STREET,15-Mar-13
YORK ROAD,15-Mar-12
MOUNTPLEASANT SQUARE,15-Mar-13
TEMPLE ROAD,15-Mar-13
EMERALD COTTAGES,15-Mar-13
SALLYMOUNT AVENUE,15-Mar-13
ELM PARK TERRACE,15-Mar-12
SAINT ALPHONSUS' ROAD UPPER,15-Mar-13
CHURCH AVENUE WEST,15-Mar-13
GREAT WESTERN SQUARE,15-Mar-13
KILBRIDE ROAD,15-Mar-13
NEWBRIDGE AVENUE,15-Mar-12
NEWBRIDGE AVENUE,15-Mar-12
MOUNT PLEASANT AVENUE UPPER,15-Mar-12
MOUNT PLEASANT AVENUE UPPER,15-Mar-12
WARREN STREET,15-Mar-12
NORSEMAN PLACE,15-Mar-12
SANDYMOUNT CASTLE DRIVE,15-Mar-12
RICHMOND COTTAGES,15-Mar-12
HOLLYBANK ROAD,15-Mar-12
LENNOX STREET,22-Mar-13
SAINT IGNATIUS ROAD,22-Mar-12
HEYTESBURY STREET,22-Mar-13
SOUTH CIRCULAR ROAD,22-Mar-12
NORSEMAN PLACE,22-Mar-13
RATHDOWN ROAD,22-Mar-12
RATHDOWN ROAD,22-Mar-12
NORTHBROOK AVENUE,22-Mar-12
LOMBARD STREET WEST,22-Mar-12
KENILWORTH SQUARE,22-Mar-12
MAIN STREET,22-Mar-12
RATHDOWN ROAD,22-Mar-12
KENILWORTH SQUARE,22-Mar-12
ASHFIELD AVENUE,22-Mar-12
RATHDOWN ROAD,22-Mar-12
FONTENOY STREET,22-Mar-13
BOTANIC AVENUE,22-Mar-13
BALLSBRIDGE AVENUE,22-Mar-12
RATHDOWN ROAD,22-Mar-12
ASHFIELD AVENUE,22-Mar-12
TERENURE PARK,22-Mar-13
FITZWILLIAM STREET UPPER,15-Mar-12
RATHMINES ROAD UPPER,15-Mar-12
CONNAUGHT STREET,15-Mar-12
MOUNTSHANNON ROAD,15-Mar-12
SYNGE STREET,15-Mar-12
SYNGE STREET,15-Mar-12
CHARLEVILLE ROAD,15-Mar-13
GLENARM AVENUE,14-Mar-12
RATHDOWN ROAD,22-Mar-12
RATHMINES ROAD UPPER,22-Mar-13
CADOGAN ROAD,06-May-13
WATERLOO LANE,06-May-12
BERKELEY ROAD,06-May-12
JOHN DILLON STREET,06-May-13
TRITONVILLE ROAD,06-May-13
SAINT ALBAN'S ROAD,06-May-12
RUGBY ROAD,06-May-13
VILLIERS ROAD,06-May-13
ELMWOOD AVENUE,06-May-13
FONTENOY STREET,06-May-12
KENILWORTH PARK,06-May-13
SPENCER STREET SOUTH,06-May-13
MAYFIELD ROAD,06-May-12
HOME VILLAS,06-May-12
SOMERSET STREET,06-May-12
SOUTH CIRCULAR ROAD,06-May-12
ONTARIO TERRACE,06-May-12
GOLDEN LANE,06-May-12
FINGAL PLACE,06-May-12
PEMBROKE GARDENS,06-May-12
VICTORIA STREET,06-May-12
SAINT BRIGID'S ROAD UPPER,06-May-12
CRAWFORD AVENUE,06-May-12
RAGLAN LANE,19-Apr-13
HARCOURT TERRACE,19-Apr-13
HARCOURT TERRACE,19-Apr-13
MOUNTSHANNON ROAD,19-Apr-13
PEARSE SQUARE,19-Apr-13
PEARSE SQUARE,19-Apr-13
BEECHWOOD ROAD,19-Apr-13
EMMET STREET,19-Apr-13
GRATTAN PARADE,19-Apr-13
FAIRFIELD PARK,19-Apr-13
SAINT KEVIN'S PARADE,19-Apr-13
BLESSINGTON STREET,19-Apr-13
SHAMROCK STREET,19-Apr-12
ULSTER STREET,19-Apr-12
CARLISLE STREET,19-Apr-12
RATHMINES ROAD UPPER,19-Apr-12
WESLEY ROAD,19-Apr-12
OSTMAN PLACE,19-Apr-12
BEECHWOOD AVENUE UPPER,19-Apr-12
MOUNTSHANNON ROAD,19-Apr-12
BROOKFIELD ROAD,19-Apr-13
CLYDE ROAD,29-Apr-13
PALMERSTON ROAD,29-Apr-13
TERENURE PARK,29-Apr-13
SALLYMOUNT GARDENS,29-Apr-13
SALLYMOUNT GARDENS,29-Apr-13
PALMERSTON ROAD,29-Apr-13
LEINSTER PLACE,29-Apr-13
CABRA PARK,29-Apr-12
GLENARM AVENUE,29-Apr-12
SEAFORT AVENUE,29-Apr-12
DUNVILLE AVENUE,29-Apr-12
MOYNE ROAD,29-Apr-12
NELSON STREET,29-Apr-12
VICTORIA AVENUE,29-Apr-12
CAMBRIDGE ROAD,29-Apr-12
GROVE PARK,29-Apr-12
ROBERT EMMET CLOSE,29-Apr-12
ARDAGH ROAD,30-Apr-13
MOUNT EDEN ROAD,30-Apr-13
HAROLD'S CROSS ROAD,30-Apr-13
PEARSE SQUARE,30-Apr-13
MCMAHON STREET,30-Apr-13
PEMBROKE GARDENS,30-Apr-13
SAINT ALPHONSUS' ROAD UPPER,01-May-13
DODDER VIEW COTTAGES,01-May-13
ERNE STREET UPPER,01-May-13
PEMBROKE COTTAGES,01-May-13
ANGLESEA ROAD,01-May-13
HOLLES ROW,01-May-13
NORTH CIRCULAR ROAD,01-May-13
SOUTH CIRCULAR ROAD,01-May-13
DODDER VIEW COTTAGES,01-May-13
CADOGAN ROAD,01-May-12
PERCY PLACE,01-May-12
PEMBROKE PARK,01-May-12
COWPER ROAD,01-May-12
MANOR PLACE,01-May-13
SARSFIELD STREET,01-May-12
ARGYLE ROAD,01-May-13
MONTPELIER HILL,19-Apr-12
SERPENTINE TERRACE,19-Apr-12
SANDYMOUNT AVENUE,19-Apr-12
BEECHWOOD AVENUE LOWER,19-Apr-12
GROSVENOR PLACE,30-Apr-13
VICTORIA ROAD,30-Apr-12
BROOKFIELD ROAD,30-Apr-13
RATHMINES ROAD UPPER,30-Apr-13
HAROLD'S CROSS COTTAGES,30-Apr-13
EMMET STREET,30-Apr-13
MOUNT PLEASANT AVENUE UPPER,30-Apr-13
VILLIERS ROAD,30-Apr-12
BEECHWOOD AVENUE LOWER,30-Apr-12
DORSET STREET LOWER,30-Apr-12
WINDSOR ROAD,30-Apr-13
MOREHAMPTON ROAD,30-Apr-12
LEINSTER STREET NORTH,30-Apr-12
ENNISKERRY ROAD,30-Apr-12
RATHMINES ROAD UPPER,30-Apr-12
BELMONT AVENUE,30-Apr-12
MOUNT EDEN ROAD,30-Apr-13
ANNESLEY PARK,30-Apr-12
GROSVENOR ROAD,10-May-13
LEESON PARK,10-May-13
BELVIDERE AVENUE,10-May-13
OXFORD ROAD,03-May-13
ARGYLE ROAD,03-May-13
ARGYLE ROAD,03-May-13
WATERLOO ROAD,03-May-13
WATERLOO ROAD,03-May-13
LOMBARD STREET WEST,03-May-13
ASHFIELD ROAD,03-May-12
GROSVENOR PLACE,03-May-13
WATERLOO ROAD,03-May-13
PALMERSTON PLACE,03-May-13
LEO AVENUE,03-May-13
FARNEY PARK,03-May-13
AUBURN AVENUE,03-May-13
LINENHALL STREET,03-May-13
CABRA PARK,03-May-13
DUNVILLE AVENUE,03-May-13
NORTHBROOK AVENUE LOWER,03-May-13
WESLEY ROAD,03-May-13
WILSON TERRACE,03-May-12
ANNADALE AVENUE,03-May-12
SAINT PATRICK'S ROAD,03-May-12
MORNINGTON ROAD,23-Apr-13
MOYNE ROAD,23-Apr-13
ANGLESEA ROAD,23-Apr-13
EMMET STREET,23-Apr-13
HARCOURT TERRACE,23-Apr-13
O'CONNELL AVENUE,23-Apr-13
MARLBOROUGH ROAD,23-Apr-13
SERPENTINE TERRACE,23-Apr-12
GROSVENOR ROAD,23-Apr-13
BELGRAVE SQUARE,23-Apr-13
SAINT KEVIN'S PARADE,23-Apr-12
WILTON PLACE,23-Apr-13
MANOR STREET,23-Apr-13
GRATTAN PARADE,23-Apr-12
KENILWORTH SQUARE,23-Apr-13
ARBOUR HILL,23-Apr-12
SOUTH LOTTS ROAD,23-Apr-12
SOUTH CIRCULAR ROAD,23-Apr-13
HAROLD'S CROSS ROAD,23-Apr-12
MOUNT TEMPLE ROAD,23-Apr-13
WOLFE TONE STREET,23-Apr-13
SHANDON ROAD,23-Apr-12
CHARLEVILLE ROAD,23-Apr-12
BELGRAVE SQUARE,23-Apr-13
KENILWORTH PARK,04-May-12
KENILWORTH PARK,04-May-12
KENILWORTH PARK,04-May-12
KENILWORTH PARK,04-May-12
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-12
KENILWORTH PARK,04-May-13
MAXWELL ROAD,04-May-12
HARTY PLACE,04-May-12
SAINT ALBAN'S ROAD,04-May-12
KENILWORTH PARK,04-May-12
KENILWORTH PARK,04-May-12
KENILWORTH PARK,04-May-12
KENILWORTH SQUARE,04-May-13
KENILWORTH PARK,04-May-13
SUSSEX ROAD,04-May-12
HEALTHFIELD ROAD,04-May-12
SOUTH LOTTS ROAD,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
MARTIN STREET,10-May-13
FINGAL PLACE,10-May-13
,10-May-13
PALMERSTON ROAD,10-May-13
WALWORTH ROAD,10-May-12
KENILWORTH PARK,10-May-12
KENILWORTH PARK,10-May-12
BEECHWOOD AVENUE LOWER,10-May-12
SALLYMOUNT GARDENS,10-May-12
LENNOX STREET,10-May-12
MOUNT PLEASANT AVENUE UPPER,10-May-12
PENROSE STREET,10-May-12
ANNESLEY PARK,10-May-12
MANOR PLACE,10-May-12
SANDFORD AVENUE,10-May-12
BATH AVENUE,10-May-13
SUSSEX ROAD,10-May-12
HARCOURT TERRACE,10-May-12
KIRWAN STREET,03-May-12
WESLEY ROAD,03-May-12
VALENTIA PARADE,03-May-12
EBLANA VILLAS,03-May-12
CARLINGFORD ROAD,03-May-12
RICHMOND STREET SOUTH,03-May-12
NEW ROW SOUTH,03-May-13
GORDON STREET,04-May-13
HOLLYBROOK ROAD,04-May-13
MARGARET PLACE,04-May-13
HOLLES ROW,02-May-13
CASTLEWOOD PARK,02-May-13
PERCY PLACE,02-May-13
VICTORIA AVENUE,02-May-13
AUBURN AVENUE,02-May-13
KILLEEN ROAD,02-May-13
GROSVENOR ROAD,02-May-13
RAYMOND STREET,05-May-13
LENNOX PLACE,05-May-13
CLANBRASSIL STREET UPPER,05-May-12
COLERAINE STREET,05-May-13
CASTLEWOOD PARK,05-May-13
KENILWORTH PARK,05-May-13
EDENVALE ROAD,05-May-12
BERKELEY ROAD,05-May-13
KENILWORTH PARK,05-May-13
HENDRICK PLACE,05-May-13
KENILWORTH PARK,05-May-13
KENILWORTH PARK,05-May-13
KENILWORTH PARK,05-May-13
KENILWORTH PARK,05-May-13
OAKLANDS DRIVE,05-May-13
LANSDOWNE PARK,05-May-13
BELMONT AVENUE,05-May-13
ASHFIELD AVENUE,04-May-12
OAKLANDS DRIVE,04-May-13
GRAY STREET,04-May-13
OAKLANDS DRIVE,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-12
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
GORDON STREET,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
KENILWORTH PARK,04-May-13
REGINALD STREET,04-May-13
TRITONVILLE ROAD,04-May-13
CULLENSWOOD PARK,04-May-13
SHANDON ROAD,04-May-13
BLESSINGTON STREET,04-May-12
KENILWORTH PARK,04-May-12
PORTOBELLO HARBOUR,02-May-13
MANOR STREET,02-May-13
GORDON STREET,02-May-12
NOTTINGHAM STREET,02-May-12
KENILWORTH PARK,04-May-12
HOLLYBANK ROAD,05-May-12
ENNISKERRY ROAD,05-May-12
MOUNTSHANNON ROAD,05-May-12
KENILWORTH PARK,05-May-12
KENILWORTH PARK,05-May-12
SAINT KEVIN'S PARADE,05-May-12
SAINT CLEMENT'S ROAD,05-May-13
HOLLYBANK AVENUE,05-May-12
WINTON AVENUE,05-May-12
RUGBY ROAD,05-May-12
HAROLD'S CROSS COTTAGES,05-May-13
SAINT IGNATIUS ROAD,05-May-12
ASHFIELD ROAD,05-May-12
ASHFIELD ROAD,05-May-12
SUMMERVILLE PARK ,05-May-12
HASTINGS STREET,05-May-13
NEW ROW SOUTH,05-May-13
WILTON PLACE,05-May-12
SALLYMOUNT GARDENS,05-May-12
GULISTAN TERRACE,26-Apr-13
NORTHBROOK ROAD,26-Apr-13
WINTON ROAD,26-Apr-13
SITRIC ROAD,26-Apr-13
CARLISLE STREET,26-Apr-13
WINDSOR ROAD,26-Apr-13
YORK ROAD,26-Apr-13
NUTLEY PARK,26-Apr-13
FAIRFIELD PARK,26-Apr-13
MOUNTSHANNON ROAD ,26-Apr-13
EFFRA ROAD,26-Apr-13
MUNSTER STREET,26-Apr-13
SAINT ALBAN'S ROAD,26-Apr-13
MAYFIELD ROAD EAST,26-Apr-13
BELMONT GARDENS,26-Apr-13
RATHMINES PARK,26-Apr-12
BARROW STREET,26-Apr-12
WATERLOO ROAD,26-Apr-12
SERPENTINE ROAD,26-Apr-12
HARTY PLACE,26-Apr-12
ELMWOOD AVENUE,26-Apr-12
ATHLUMNEY VILLAS,26-Apr-12
WATERLOO ROAD,26-Apr-13
MAYFIELD ROAD,26-Apr-12
CONNAUGHT STREET,01-May-13
MOYNE ROAD,01-May-13
DODDER VIEW COTTAGES,01-May-13
BLOOMFIELD AVENUE,05-Apr-13
STRAND STREET GREAT,05-Apr-13
RAYMOND STREET,05-Apr-12
NEVILLE ROAD,05-Apr-13
LEESON STREET UPPER,05-Apr-12
SANDFORD AVENUE,05-Apr-12
GROSVENOR PLACE,05-Apr-12
EFFRA ROAD,05-Apr-12
ENNISKERRY ROAD,05-Apr-12
RATHDOWN ROAD,05-Apr-12
MEADE'S TERRACE,05-Apr-12
RATHDOWN ROAD,05-Apr-12
MOYNE ROAD,05-Apr-12
RATHDOWN ROAD,05-Apr-13
BELGRAVE SQUARE,12-Apr-13
ANGLESEA ROAD,12-Apr-13
DORIS STREET,12-Apr-13
FRANKFORT AVENUE,12-Apr-12
INNISFALLEN PARADE,12-Apr-12
BALLSBRIDGE AVENUE,11-Apr-13
BAGGOT COURT,11-Apr-13
GROSVENOR ROAD,11-Apr-13
SAINT KEVIN'S PARADE,11-Apr-13
GRAND CANAL STREET LOWER,11-Apr-12
INNISFALLEN PARADE,11-Apr-13
VICTORIA STREET,11-Apr-13
NORTHBROOK AVENUE LOWER,11-Apr-13
MOUNTSHANNON ROAD,11-Apr-13
MUNSTER STREET,11-Apr-13
BROOKFIELD ROAD,11-Apr-12
KILLEEN ROAD,11-Apr-12
ANNESLEY PLACE,11-Apr-12
DODDER VIEW COTTAGES,11-Apr-12
MEATH STREET,11-Apr-12
BRIGHTON SQUARE,11-Apr-12
PEMBROKE ROAD,11-Apr-12
RATHDOWN ROAD,11-Apr-12
THOMAS DAVIS STREET SOUTH,27-Apr-13
GRATTAN PLACE,27-Apr-12
NORTHBROOK ROAD,27-Apr-13
GRATTAN PLACE,27-Apr-12
MOUNTAIN VIEW ROAD,27-Apr-12
KENILWORTH ROAD,27-Apr-12
MARTIN STREET,27-Apr-13
BRIGHTON SQUARE,27-Apr-13
THOMAS COURT,27-Apr-12
STAMER STREET,27-Apr-12
LONG LANE,27-Apr-12
MANOR PLACE,27-Apr-12
SAINT BRIGID'S ROAD UPPER,27-Apr-12
ANGLESEA ROAD,28-Apr-13
SAINT VINCENT STREET,28-Apr-13
LONGWOOD AVENUE,28-Apr-13
ANGLESEA ROAD,28-Apr-13
ASHFIELD ROAD,28-Apr-12
AVONDALE AVENUE,28-Apr-12
GRAND CANAL STREET UPPER,04-Apr-13
LENNOX STREET,04-Apr-13
MESPIL ROAD,04-Apr-13
ANGLESEA ROAD,04-Apr-13
MUNSTER STREET,04-Apr-13
ENNISKERRY ROAD,04-Apr-13
LISBURN STREET,04-Apr-13
BEECHWOOD AVENUE LOWER,04-Apr-13
GRAY SQUARE,04-Apr-13
HOME VILLAS,04-Apr-13
LANSDOWNE PARK,04-Apr-13
SYDENHAM ROAD,04-Apr-12
LISBURN STREET,04-Apr-12
MOYNE ROAD,04-Apr-12
GROVE PARK,04-Apr-12
BELVIDERE AVENUE,04-Apr-12
GROVE PARK,04-Apr-12
ARDAGH ROAD,06-Apr-13
MOUNT PLEASANT AVENUE UPPER,06-Apr-13
ADDISON ROAD,06-Apr-12
EDENVALE ROAD,06-Apr-12
BEECHWOOD AVENUE UPPER,06-Apr-13
BEECHWOOD PARK,06-Apr-12
KILLARNEY PARADE,12-Apr-12
RATHMINES ROAD UPPER,12-Apr-12
MERTON DRIVE,12-Apr-12
CAMBRIDGE ROAD,13-Apr-13
BELMONT AVENUE,13-Apr-13
HOLLYBANK ROAD,13-Apr-13
BELMONT AVENUE,13-Apr-13
KILLEEN ROAD,13-Apr-12
VERGEMOUNT PARK,13-Apr-13
LENNOX STREET,13-Apr-12
KEARN'S PLACE,13-Apr-13
CARLISLE STREET,13-Apr-13
LEINSTER ROAD,13-Apr-12
BELMONT PARK,13-Apr-12
BEECHWOOD AVENUE LOWER,13-Apr-12
DARTMOUTH SQUARE,13-Apr-12
HOLLYBANK ROAD,13-Apr-12
TERENURE PARK,13-Apr-12
LEINSTER ROAD WEST,13-Apr-12
RATHDOWN ROAD,13-Apr-12
ELMPARK AVENUE,13-Apr-12
NORTH CIRCULAR ROAD,13-Apr-12
MOUNTSHANNON ROAD,09-Apr-13
MOUNTSHANNON ROAD,09-Apr-13
EFFRA ROAD,09-Apr-13
EFFRA ROAD,09-Apr-13
EFFRA ROAD,09-Apr-13
PLEASANTS STREET,09-Apr-12
CULLENSWOOD PARK,11-Apr-12
